id,quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
884,2017Q1,,S08000015,,A111H,,A7,,Dermatology,,101,,85,,1.1222222222222222,,0.9444444444444444,,84.15841584158416,
885,2017Q1,,S08000015,,S08000015,d,A7,,Dermatology,,101,,85,,1.1222222222222222,,0.9444444444444444,,84.15841584158416,
886,2017Q2,,S08000015,,A111H,,A7,,Dermatology,,144,,124,,1.5824175824175823,,1.362637362637363,,86.11111111111111,
887,2017Q2,,S08000015,,S08000015,d,A7,,Dermatology,,144,,124,,1.5824175824175823,,1.362637362637363,,86.11111111111111,
888,2017Q3,,S08000015,,A111H,,A7,,Dermatology,,133,,100,,1.4456521739130437,,1.0869565217391304,,75.18796992481202,
889,2017Q3,,S08000015,,S08000015,d,A7,,Dermatology,,133,,100,,1.4456521739130437,,1.0869565217391304,,75.18796992481202,
890,2017Q4,,S08000015,,A111H,,A7,,Dermatology,,158,,139,,1.7173913043478262,,1.5108695652173914,,87.9746835443038,
891,2017Q4,,S08000015,,S08000015,d,A7,,Dermatology,,158,,139,,1.7173913043478262,,1.5108695652173914,,87.9746835443038,
892,2018Q1,,S08000015,,A111H,,A7,,Dermatology,,87,,51,,0.9666666666666668,,0.5666666666666667,,58.620689655172406,
893,2018Q1,,S08000015,,S08000015,d,A7,,Dermatology,,87,,51,,0.9666666666666668,,0.5666666666666667,,58.620689655172406,
894,2018Q2,,S08000015,,A111H,,A7,,Dermatology,,192,,171,,2.10989010989011,,1.879120879120879,,89.0625,
895,2018Q2,,S08000015,,S08000015,d,A7,,Dermatology,,192,,171,,2.10989010989011,,1.879120879120879,,89.0625,
896,2018Q3,,S08000015,,A111H,,A7,,Dermatology,,180,,164,,1.9565217391304348,,1.7826086956521738,,91.11111111111111,
897,2018Q3,,S08000015,,S08000015,d,A7,,Dermatology,,180,,164,,1.9565217391304348,,1.7826086956521738,,91.11111111111111,
898,2018Q4,,S08000015,,A111H,,A7,,Dermatology,,85,,73,,0.9239130434782608,,0.7934782608695652,,85.88235294117646,
899,2018Q4,,S08000015,,S08000015,d,A7,,Dermatology,,85,,73,,0.9239130434782608,,0.7934782608695652,,85.88235294117646,
900,2019Q1,,S08000015,,A111H,,A7,,Dermatology,,115,,102,,1.2777777777777777,,1.1333333333333333,,88.69565217391305,
901,2019Q1,,S08000015,,S08000015,d,A7,,Dermatology,,115,,102,,1.2777777777777777,,1.1333333333333333,,88.69565217391305,
902,2019Q2,,S08000015,,A111H,,A7,,Dermatology,,197,,158,,2.1648351648351647,,1.7362637362637363,,80.20304568527919,
903,2019Q2,,S08000015,,S08000015,d,A7,,Dermatology,,197,,158,,2.1648351648351647,,1.7362637362637363,,80.20304568527919,
904,2019Q3,,S08000015,,A111H,,A7,,Dermatology,,176,,163,,1.9130434782608696,,1.7717391304347827,,92.61363636363636,
905,2019Q3,,S08000015,,S08000015,d,A7,,Dermatology,,176,,163,,1.9130434782608696,,1.7717391304347827,,92.61363636363636,
906,2019Q4,,S08000015,,A111H,,A7,,Dermatology,,107,,83,,1.1630434782608696,,0.9021739130434784,,77.57009345794393,
907,2019Q4,,S08000015,,S08000015,d,A7,,Dermatology,,107,,83,,1.1630434782608696,,0.9021739130434784,,77.57009345794393,
908,2020Q1,,S08000015,,A111H,,A7,,Dermatology,,155,,30,,1.7032967032967032,,0.32967032967032966,,19.35483870967742,
909,2020Q1,,S08000015,,S08000015,d,A7,,Dermatology,,155,,30,,1.7032967032967032,,0.32967032967032966,,19.35483870967742,
910,2020Q2,,S08000015,,A111H,,A7,,Dermatology,,143,,0,,1.5714285714285714,,0,,0,
911,2020Q2,,S08000015,,S08000015,d,A7,,Dermatology,,143,,0,,1.5714285714285714,,0,,0,
912,2020Q3,,S08000015,,A111H,,A7,,Dermatology,,89,,89,,0.967391304347826,,0.967391304347826,,100,
913,2020Q3,,S08000015,,S08000015,d,A7,,Dermatology,,89,,89,,0.967391304347826,,0.967391304347826,,100,
914,2021Q1,,S08000015,,A111H,,A7,,Dermatology,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
915,2021Q1,,S08000015,,S08000015,d,A7,,Dermatology,,7,,7,,0.07777777777777778,,0.07777777777777778,,100,
916,2021Q2,p,S08000015,,A111H,,A7,,Dermatology,,53,,53,,0.5824175824175825,,0.5824175824175825,,100,
917,2021Q2,p,S08000015,,S08000015,d,A7,,Dermatology,,53,,53,,0.5824175824175825,,0.5824175824175825,,100,
918,2016Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,793,,759,,8.714285714285714,,8.340659340659341,,95.71248423707442,
919,2016Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,793,,759,,8.714285714285714,,8.340659340659341,,95.71248423707442,
920,2016Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,757,,675,,8.228260869565217,,7.336956521739131,,89.16776750330251,
921,2016Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,757,,675,,8.228260869565217,,7.336956521739131,,89.16776750330251,
922,2016Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,744,,694,,8.08695652173913,,7.543478260869565,,93.27956989247312,
923,2016Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,744,,694,,8.08695652173913,,7.543478260869565,,93.27956989247312,
924,2017Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,761,,710,,8.455555555555556,,7.888888888888889,,93.2982917214192,
925,2017Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,761,,710,,8.455555555555556,,7.888888888888889,,93.2982917214192,
926,2017Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,923,,901,,10.142857142857142,,9.9010989010989,,97.61646803900324,
927,2017Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,923,,901,,10.142857142857142,,9.9010989010989,,97.61646803900324,
928,2017Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,959,,920,,10.423913043478262,,10,,95.93326381647547,
929,2017Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,959,,920,,10.423913043478262,,10,,95.93326381647547,
930,2017Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,794,,688,,8.630434782608695,,7.478260869565218,,86.64987405541562,
931,2017Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,794,,688,,8.630434782608695,,7.478260869565218,,86.64987405541562,
932,2018Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,789,,764,,8.766666666666667,,8.488888888888889,,96.83143219264892,
933,2018Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,789,,764,,8.766666666666667,,8.488888888888889,,96.83143219264892,
934,2018Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,839,,744,,9.21978021978022,,8.175824175824175,,88.67699642431465,
935,2018Q2,,S08000015,,A210H,,C5,,"Ear, Nose & Throat (ENT)",,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
936,2018Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,840,,745,,9.23076923076923,,8.186813186813186,,88.69047619047619,
937,2018Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,840,,749,,9.130434782608695,,8.141304347826088,,89.16666666666669,
938,2018Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,840,,749,,9.130434782608695,,8.141304347826088,,89.16666666666669,
939,2018Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,857,,811,,9.315217391304348,,8.815217391304348,,94.63243873978998,
940,2018Q4,,S08000015,,A210H,,C5,,"Ear, Nose & Throat (ENT)",,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
941,2018Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,858,,812,,9.326086956521738,,8.826086956521738,,94.63869463869464,
942,2019Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,598,,585,,6.644444444444445,,6.5,,97.82608695652172,
943,2019Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,598,,585,,6.644444444444445,,6.5,,97.82608695652172,
944,2019Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,790,,782,,8.68131868131868,,8.593406593406593,,98.98734177215192,
945,2019Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,790,,782,,8.68131868131868,,8.593406593406593,,98.98734177215192,
946,2019Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,831,,794,,9.032608695652174,,8.630434782608695,,95.54753309265944,
947,2019Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,831,,794,,9.032608695652174,,8.630434782608695,,95.54753309265944,
948,2019Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,771,,751,,8.380434782608695,,8.16304347826087,,97.4059662775616,
949,2019Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,771,,751,,8.380434782608695,,8.16304347826087,,97.4059662775616,
950,2020Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,837,,711,,9.197802197802195,,7.813186813186813,,84.94623655913979,
951,2020Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,837,,711,,9.197802197802195,,7.813186813186813,,84.94623655913979,
952,2020Q2,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,792,,252,,8.703296703296703,,2.769230769230769,,31.818181818181817,
953,2020Q2,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,792,,252,,8.703296703296703,,2.769230769230769,,31.818181818181817,
954,2020Q3,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,614,,537,,6.673913043478261,,5.836956521739131,,87.45928338762215,
955,2020Q3,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,614,,537,,6.673913043478261,,5.836956521739131,,87.45928338762215,
956,2020Q4,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,469,,436,,5.0978260869565215,,4.739130434782608,,92.9637526652452,
983,2018Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,77,,77,,0.8555555555555555,,0.8555555555555555,,100,
957,2020Q4,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,469,,436,,5.0978260869565215,,4.739130434782608,,92.9637526652452,
958,2021Q1,,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,237,,237,,2.6333333333333333,,2.6333333333333333,,100,
959,2021Q1,,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,240,,240,,2.6666666666666665,,2.6666666666666665,,100,
960,2021Q2,p,S08000015,,A111H,,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538461538462,,4.461538461538462,,100,
961,2021Q2,p,S08000015,,S08000015,d,C5,,"Ear, Nose & Throat (ENT)",,406,,406,,4.461538461538462,,4.461538461538462,,100,
962,2016Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,46,,34,,0.5054945054945055,,0.3736263736263736,,73.91304347826087,
963,2016Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,350,,218,,3.8461538461538463,,2.3956043956043955,,62.28571428571428,
964,2016Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,396,,252,,4.351648351648351,,2.769230769230769,,63.63636363636363,
965,2016Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,9,,9,,0.09782608695652174,,0.09782608695652174,,100,
966,2016Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,336,,240,,3.652173913043478,,2.608695652173913,,71.42857142857143,
967,2016Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,345,,249,,3.75,,2.7065217391304346,,72.17391304347825,
968,2016Q4,,S08000015,,A111H,, ,z,Emergency Grouping,d,8,,8,,0.08695652173913043,,0.08695652173913043,,100,
969,2016Q4,,S08000015,,A210H,, ,z,Emergency Grouping,d,315,,192,,3.4239130434782608,,2.0869565217391304,,60.95238095238096,
970,2016Q4,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,323,,200,,3.510869565217391,,2.1739130434782608,,61.91950464396285,
971,2017Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,80,,80,,0.8888888888888888,,0.8888888888888888,,100,
972,2017Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,293,,189,,3.2555555555555555,,2.1,,64.50511945392492,
973,2017Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,373,,269,,4.144444444444445,,2.988888888888889,,72.11796246648792,
974,2017Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,75,,75,,0.8241758241758241,,0.8241758241758241,,100,
975,2017Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,329,,329,,3.6153846153846154,,3.6153846153846154,,100,
976,2017Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,404,,404,,4.43956043956044,,4.43956043956044,,100,
977,2017Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,75,,75,,0.8152173913043478,,0.8152173913043478,,100,
978,2017Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,313,,313,,3.402173913043478,,3.402173913043478,,100,
979,2017Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,388,,388,,4.217391304347826,,4.217391304347826,,100,
980,2017Q4,,S08000015,,A111H,, ,z,Emergency Grouping,d,61,,61,,0.6630434782608695,,0.6630434782608695,,100,
981,2017Q4,,S08000015,,A210H,, ,z,Emergency Grouping,d,285,,285,,3.097826086956522,,3.097826086956522,,100,
982,2017Q4,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,346,,346,,3.760869565217391,,3.760869565217391,,100,
984,2018Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,139,,139,,1.5444444444444445,,1.5444444444444445,,100,
985,2018Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,216,,216,,2.4,,2.4,,100,
986,2018Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,58,,58,,0.6373626373626373,,0.6373626373626373,,100,
987,2018Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,196,,196,,2.1538461538461537,,2.1538461538461537,,100,
988,2018Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,254,,254,,2.791208791208791,,2.791208791208791,,100,
989,2018Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,52,,52,,0.5652173913043478,,0.5652173913043478,,100,
990,2018Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,168,,168,,1.826086956521739,,1.826086956521739,,100,
991,2018Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,220,,220,,2.391304347826087,,2.391304347826087,,100,
992,2018Q4,,S08000015,,A111H,, ,z,Emergency Grouping,d,110,,110,,1.1956521739130437,,1.1956521739130437,,100,
993,2018Q4,,S08000015,,A210H,, ,z,Emergency Grouping,d,152,,152,,1.6521739130434785,,1.6521739130434785,,100,
994,2018Q4,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,262,,262,,2.847826086956522,,2.847826086956522,,100,
995,2019Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,128,,128,,1.4222222222222225,,1.4222222222222225,,100,
996,2019Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,150,,150,,1.6666666666666667,,1.6666666666666667,,100,
997,2019Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,278,,278,,3.088888888888889,,3.088888888888889,,100,
998,2019Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,28,,28,,0.3076923076923077,,0.3076923076923077,,100,
999,2019Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,131,,131,,1.4395604395604396,,1.4395604395604396,,100,
1000,2019Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,159,,159,,1.7472527472527473,,1.7472527472527473,,100,
1001,2019Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,58,,58,,0.6304347826086957,,0.6304347826086957,,100,
1002,2019Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,68,,68,,0.7391304347826086,,0.7391304347826086,,100,
1003,2019Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,126,,126,,1.3695652173913044,,1.3695652173913044,,100,
1004,2019Q4,,S08000015,,A111H,, ,z,Emergency Grouping,d,41,,41,,0.44565217391304346,,0.44565217391304346,,100,
1005,2019Q4,,S08000015,,A210H,, ,z,Emergency Grouping,d,60,,60,,0.6521739130434783,,0.6521739130434783,,100,
1006,2019Q4,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,101,,101,,1.0978260869565215,,1.0978260869565215,,100,
1007,2020Q1,,S08000015,,A101H,, ,z,Emergency Grouping,d,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
1008,2020Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,23,,23,,0.25274725274725274,,0.25274725274725274,,100,
1009,2020Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,25,,25,,0.27472527472527475,,0.27472527472527475,,100,
1010,2020Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,49,,49,,0.5384615384615384,,0.5384615384615384,,100,
1011,2020Q2,,S08000015,,A111H,, ,z,Emergency Grouping,d,47,,47,,0.5164835164835165,,0.5164835164835165,,100,
1012,2020Q2,,S08000015,,A210H,, ,z,Emergency Grouping,d,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
1013,2020Q2,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,56,,56,,0.6153846153846154,,0.6153846153846154,,100,
1014,2020Q3,,S08000015,,A111H,, ,z,Emergency Grouping,d,21,,21,,0.22826086956521735,,0.22826086956521735,,100,
1015,2020Q3,,S08000015,,A210H,, ,z,Emergency Grouping,d,28,,28,,0.30434782608695654,,0.30434782608695654,,100,
1016,2020Q3,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,49,,49,,0.532608695652174,,0.532608695652174,,100,
1017,2020Q4,,S08000015,,A111H,, ,z,Emergency Grouping,d,6,,6,,0.06521739130434782,,0.06521739130434782,,100,
1018,2020Q4,,S08000015,,A210H,, ,z,Emergency Grouping,d,36,,36,,0.391304347826087,,0.391304347826087,,100,
1019,2020Q4,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,42,,42,,0.4565217391304347,,0.4565217391304347,,100,
1020,2021Q1,,S08000015,,A111H,, ,z,Emergency Grouping,d,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
1021,2021Q1,,S08000015,,A210H,, ,z,Emergency Grouping,d,34,,34,,0.37777777777777777,,0.37777777777777777,,100,
1022,2021Q1,,S08000015,,S08000015,d, ,z,Emergency Grouping,d,40,,40,,0.4444444444444444,,0.4444444444444444,,100,
1023,2021Q2,p,S08000015,,A111H,, ,z,Emergency Grouping,d,15,,15,,0.16483516483516483,,0.16483516483516483,,100,
1024,2021Q2,p,S08000015,,A210H,, ,z,Emergency Grouping,d,27,,27,,0.2967032967032967,,0.2967032967032967,,100,
1025,2021Q2,p,S08000015,,S08000015,d, ,z,Emergency Grouping,d,42,,42,,0.4615384615384616,,0.4615384615384616,,100,
1026,2016Q2,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
1027,2016Q2,,S08000015,,A210H,,A8,,Endocrinology & Diabetes,,248,,248,,2.725274725274726,,2.725274725274726,,100,
1028,2016Q2,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,254,,254,,2.791208791208791,,2.791208791208791,,100,
1029,2016Q3,,S08000015,,A210H,,A8,,Endocrinology & Diabetes,,496,,496,,5.391304347826087,,5.391304347826087,,100,
1030,2016Q3,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,496,,496,,5.391304347826087,,5.391304347826087,,100,
1031,2016Q4,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
1032,2016Q4,,S08000015,,A210H,,A8,,Endocrinology & Diabetes,,387,,387,,4.206521739130435,,4.206521739130435,,100,
1033,2016Q4,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,390,,390,,4.239130434782608,,4.239130434782608,,100,
1034,2017Q1,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,4,,4,,0.04444444444444444,,0.04444444444444444,,100,
1035,2017Q1,,S08000015,,A210H,,A8,,Endocrinology & Diabetes,,238,,238,,2.6444444444444444,,2.6444444444444444,,100,
1036,2017Q1,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,242,,242,,2.688888888888889,,2.688888888888889,,100,
1037,2017Q2,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
1038,2017Q2,,S08000015,,A210H,,A8,,Endocrinology & Diabetes,,129,,129,,1.4175824175824177,,1.4175824175824177,,100,
1039,2017Q2,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,130,,130,,1.4285714285714286,,1.4285714285714286,,100,
1040,2018Q1,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,10,,10,,0.1111111111111111,,0.1111111111111111,,100,
1041,2018Q1,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,10,,10,,0.1111111111111111,,0.1111111111111111,,100,
1042,2018Q3,,S08000015,,A111H,,A8,,Endocrinology & Diabetes,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
1043,2018Q3,,S08000015,,S08000015,d,A8,,Endocrinology & Diabetes,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
1044,2016Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1604,,1039,,17.626373626373628,,11.417582417582418,,64.77556109725685,
1045,2016Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1567,,1114,,17.032608695652176,,12.108695652173912,,71.09125717932355,
1046,2016Q4,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1748,,992,,19,,10.782608695652174,,56.75057208237986,
1047,2017Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2070,,1244,,23,,13.822222222222225,,60.09661835748793,
1048,2017Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2184,,1238,,24,,13.604395604395604,,56.684981684981686,
1049,2017Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2202,,1272,,23.934782608695652,,13.826086956521738,,57.765667574931875,
1050,2017Q4,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2208,,1566,,24,,17.02173913043478,,70.92391304347827,
1051,2018Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1965,,1412,,21.833333333333332,,15.688888888888888,,71.85750636132315,
1052,2018Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1868,,1335,,20.52747252747253,,14.67032967032967,,71.46680942184153,
1053,2018Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1946,,1323,,21.152173913043477,,14.380434782608695,,67.98561151079137,
1054,2018Q4,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1888,,1348,,20.52173913043478,,14.652173913043478,,71.39830508474577,
1055,2019Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2055,,1366,,22.833333333333332,,15.177777777777775,,66.4720194647202,
1056,2019Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1930,,1221,,21.208791208791208,,13.417582417582418,,63.26424870466322,
1057,2019Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1910,,1262,,20.76086956521739,,13.717391304347826,,66.07329842931937,
1058,2019Q4,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1929,,1331,,20.967391304347824,,14.467391304347826,,68.99948159668222,
1059,2020Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,2099,,1461,,23.065934065934066,,16.054945054945055,,69.60457360647928,
1060,2020Q2,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1925,,1544,,21.153846153846153,,16.967032967032967,,80.20779220779221,
1061,2020Q3,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1836,,1375,,19.956521739130434,,14.945652173913045,,74.89106753812636,
1062,2020Q4,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1487,,1349,,16.16304347826087,,14.66304347826087,,90.71956960322797,
1063,2021Q1,,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1540,,1155,,17.11111111111111,,12.833333333333334,,75,
1358,2020Q4,,S08000015,,A101H,,E12,,GP Other than Obstetrics,,736,,306,,8,,3.3260869565217392,,41.57608695652174,
1064,2021Q2,p,S08000015,,S08000015,d,G3,,Forensic Psychiatry,,1585,,1257,,17.417582417582416,,13.813186813186814,,79.30599369085175,
1065,2016Q2,,S08000015,,A111H,,A9,,Gastroenterology,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
1066,2016Q2,,S08000015,,A210H,,A9,,Gastroenterology,,121,,121,,1.3296703296703296,,1.3296703296703296,,100,
1067,2016Q2,,S08000015,,S08000015,d,A9,,Gastroenterology,,125,,125,,1.3736263736263736,,1.3736263736263736,,100,
1068,2016Q3,,S08000015,,A111H,,A9,,Gastroenterology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
1069,2016Q3,,S08000015,,A210H,,A9,,Gastroenterology,,90,,90,,0.9782608695652174,,0.9782608695652174,,100,
1070,2016Q3,,S08000015,,S08000015,d,A9,,Gastroenterology,,93,,93,,1.0108695652173914,,1.0108695652173914,,100,
1071,2016Q4,,S08000015,,A111H,,A9,,Gastroenterology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1072,2016Q4,,S08000015,,A210H,,A9,,Gastroenterology,,41,,41,,0.44565217391304346,,0.44565217391304346,,100,
1073,2016Q4,,S08000015,,S08000015,d,A9,,Gastroenterology,,42,,42,,0.4565217391304347,,0.4565217391304347,,100,
1074,2017Q1,,S08000015,,A210H,,A9,,Gastroenterology,,112,,112,,1.2444444444444445,,1.2444444444444445,,100,
1075,2017Q1,,S08000015,,S08000015,d,A9,,Gastroenterology,,112,,112,,1.2444444444444445,,1.2444444444444445,,100,
1076,2017Q2,,S08000015,,A210H,,A9,,Gastroenterology,,59,,59,,0.6483516483516484,,0.6483516483516484,,100,
1077,2017Q2,,S08000015,,S08000015,d,A9,,Gastroenterology,,59,,59,,0.6483516483516484,,0.6483516483516484,,100,
1078,2017Q3,,S08000015,,A210H,,A9,,Gastroenterology,,8,,8,,0.08695652173913043,,0.08695652173913043,,100,
1079,2017Q3,,S08000015,,S08000015,d,A9,,Gastroenterology,,8,,8,,0.08695652173913043,,0.08695652173913043,,100,
1080,2017Q4,,S08000015,,A210H,,A9,,Gastroenterology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1081,2017Q4,,S08000015,,S08000015,d,A9,,Gastroenterology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1082,2019Q1,,S08000015,,A111H,,A9,,Gastroenterology,,4,,4,,0.04444444444444444,,0.04444444444444444,,100,
1083,2019Q1,,S08000015,,S08000015,d,A9,,Gastroenterology,,4,,4,,0.04444444444444444,,0.04444444444444444,,100,
1084,2020Q1,,S08000015,,A111H,,A9,,Gastroenterology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
