year,quarter,week_ending,hscp,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2021,4,2021-10-10,S37000028,2,Emergency,207,211,-1.9
2021,4,2021-10-10,S37000028,3,Emergency,165,141,17
2021,4,2021-10-10,S37000028,4,Emergency,113,121.5,-7
2021,4,2021-10-10,S37000028,5,Emergency,84,82.5,1.8
2021,4,2021-10-10,S37000029,1,Emergency,79,94.5,-16.4
2021,4,2021-10-10,S37000029,2,Emergency,69,52,32.7
2021,4,2021-10-10,S37000029,3,Emergency,28,27,3.7
2021,4,2021-10-10,S37000029,4,Emergency,15,10,50
2021,4,2021-10-10,S37000029,5,Emergency,11,9,22.2
2021,4,2021-10-10,S37000030,1,Emergency,91,86,5.8
2021,4,2021-10-10,S37000030,2,Emergency,132,133.5,-1.1
2021,4,2021-10-10,S37000030,3,Emergency,75,91.5,-18
2021,4,2021-10-10,S37000030,4,Emergency,87,77.5,12.3
2021,4,2021-10-10,S37000030,5,Emergency,48,49.5,-3
2021,4,2021-10-10,S37000031,2,Emergency,5,12,-58.3
2021,4,2021-10-10,S37000031,3,Emergency,57,61,-6.6
2021,4,2021-10-10,S37000032,1,Emergency,237,248.5,-4.6
2021,4,2021-10-10,S37000032,2,Emergency,210,231,-9.1
2021,4,2021-10-10,S37000032,3,Emergency,193,187.5,2.9
2021,4,2021-10-10,S37000032,4,Emergency,150,149,0.7
2021,4,2021-10-10,S37000032,5,Emergency,142,115,23.5
2021,4,2021-10-10,S37000033,1,Emergency,28,23,21.7
2021,4,2021-10-10,S37000033,2,Emergency,45,50.5,-10.9
2021,4,2021-10-10,S37000033,3,Emergency,88,78.5,12.1
2021,4,2021-10-10,S37000033,4,Emergency,109,116.5,-6.4
2021,4,2021-10-10,S37000033,5,Emergency,84,62.5,34.4
2021,4,2021-10-10,S37000034,1,Emergency,717,781.5,-8.3
2021,4,2021-10-10,S37000034,2,Emergency,232,228,1.8
2021,4,2021-10-10,S37000034,3,Emergency,114,136,-16.2
2021,4,2021-10-10,S37000034,4,Emergency,85,103.5,-17.9
2021,4,2021-10-10,S37000034,5,Emergency,66,82,-19.5
2021,4,2021-10-10,S37000035,1,Emergency,345,351,-1.7
2021,4,2021-10-10,S37000035,2,Emergency,253,251,0.8
2021,4,2021-10-10,S37000035,3,Emergency,107,117.5,-8.9
2021,4,2021-10-10,S37000035,4,Emergency,98,113,-13.3
2021,4,2021-10-10,S37000035,5,Emergency,54,58,-6.9
2021,4,2021-10-17,S37000001,1,Emergency,60,61,-1.6
2021,4,2021-10-17,S37000001,2,Emergency,91,121.5,-25.1
2021,4,2021-10-17,S37000001,3,Emergency,68,75.5,-9.9
2021,4,2021-10-17,S37000001,4,Emergency,43,53,-18.9
2021,4,2021-10-17,S37000001,5,Emergency,109,122.5,-11
2021,4,2021-10-17,S37000002,1,Emergency,22,17,29.4
2021,4,2021-10-17,S37000002,2,Emergency,47,49.5,-5.1
2021,4,2021-10-17,S37000002,3,Emergency,112,88.5,26.6
2021,4,2021-10-17,S37000002,4,Emergency,144,177.5,-18.9
2021,4,2021-10-17,S37000002,5,Emergency,98,99.5,-1.5
2021,4,2021-10-17,S37000003,1,Emergency,22,20.5,7.3
2021,4,2021-10-17,S37000003,2,Emergency,68,62.5,8.8
2021,4,2021-10-17,S37000003,3,Emergency,57,62.5,-8.8
2021,4,2021-10-17,S37000003,4,Emergency,72,58,24.1
2021,4,2021-10-17,S37000003,5,Emergency,17,25.5,-33.3
2021,4,2021-10-17,S37000004,1,Emergency,18,18.5,-2.7
2021,4,2021-10-17,S37000004,2,Emergency,35,32,9.4
2021,4,2021-10-17,S37000004,3,Emergency,71,73.5,-3.4
2021,4,2021-10-17,S37000004,4,Emergency,48,38.5,24.7
2021,4,2021-10-17,S37000004,5,Emergency,13,12.5,4
2021,4,2021-10-17,S37000005,1,Emergency,73,121,-39.7
2021,4,2021-10-17,S37000005,2,Emergency,75,72,4.2
2021,4,2021-10-17,S37000005,3,Emergency,59,67.5,-12.6
2021,4,2021-10-17,S37000005,4,Emergency,42,84.5,-50.3
2021,4,2021-10-17,S37000005,5,Emergency,50,70,-28.6
2021,4,2021-10-17,S37000006,1,Emergency,35,47,-25.5
2021,4,2021-10-17,S37000006,2,Emergency,88,104,-15.4
2021,4,2021-10-17,S37000006,3,Emergency,116,128,-9.4
2021,4,2021-10-17,S37000006,4,Emergency,39,47.5,-17.9
2021,4,2021-10-17,S37000006,5,Emergency,25,25.5,-2
2021,4,2021-10-17,S37000007,1,Emergency,135,172.5,-21.7
2021,4,2021-10-17,S37000007,2,Emergency,68,69.5,-2.2
2021,4,2021-10-17,S37000007,3,Emergency,29,29,0
2021,4,2021-10-17,S37000007,4,Emergency,35,42.5,-17.6
2021,4,2021-10-17,S37000007,5,Emergency,34,36.5,-6.8
2021,4,2021-10-17,S37000008,1,Emergency,112,119.5,-6.3
2021,4,2021-10-17,S37000008,2,Emergency,78,94,-17
2021,4,2021-10-17,S37000008,3,Emergency,51,59,-13.6
2021,4,2021-10-17,S37000008,4,Emergency,31,43,-27.9
2021,4,2021-10-17,S37000008,5,Emergency,25,20,25
2021,4,2021-10-17,S37000009,1,Emergency,8,12,-33.3
2021,4,2021-10-17,S37000009,2,Emergency,54,49,10.2
2021,4,2021-10-17,S37000009,3,Emergency,7,14,-50
2021,4,2021-10-17,S37000009,4,Emergency,41,44.5,-7.9
2021,4,2021-10-17,S37000009,5,Emergency,75,79,-5.1
2021,4,2021-10-17,S37000010,1,Emergency,12,15.5,-22.6
2021,4,2021-10-17,S37000010,2,Emergency,68,63.5,7.1
2021,4,2021-10-17,S37000010,3,Emergency,40,35.5,12.7
2021,4,2021-10-17,S37000010,4,Emergency,54,34,58.8
2021,4,2021-10-17,S37000010,5,Emergency,35,24,45.8
2021,4,2021-10-17,S37000011,1,Emergency,32,16.5,93.9
2021,4,2021-10-17,S37000011,2,Emergency,33,22.5,46.7
2021,4,2021-10-17,S37000011,3,Emergency,28,14.5,93.1
2021,4,2021-10-17,S37000011,4,Emergency,33,29.5,11.9
2021,4,2021-10-17,S37000011,5,Emergency,56,70,-20
2021,4,2021-10-17,S37000012,1,Emergency,145,152,-4.6
2021,4,2021-10-17,S37000012,2,Emergency,160,170,-5.9
2021,4,2021-10-17,S37000012,3,Emergency,96,114.5,-16.2
2021,4,2021-10-17,S37000012,4,Emergency,120,142,-15.5
2021,4,2021-10-17,S37000012,5,Emergency,296,289.5,2.2
2021,4,2021-10-17,S37000013,1,Emergency,80,115.5,-30.7
2021,4,2021-10-17,S37000013,2,Emergency,109,156.5,-30.4
2021,4,2021-10-17,S37000013,3,Emergency,84,111,-24.3
2021,4,2021-10-17,S37000013,4,Emergency,47,58.5,-19.7
2021,4,2021-10-17,S37000013,5,Emergency,47,63,-25.4
2021,4,2021-10-17,S37000016,1,Emergency,65,66,-1.5
2021,4,2021-10-17,S37000016,2,Emergency,96,105.5,-9
2021,4,2021-10-17,S37000016,3,Emergency,160,168,-4.8
2021,4,2021-10-17,S37000016,4,Emergency,125,140.5,-11
2021,4,2021-10-17,S37000016,5,Emergency,27,38.5,-29.9
2021,4,2021-10-17,S37000017,1,Emergency,99,101,-2
2021,4,2021-10-17,S37000017,2,Emergency,14,22.5,-37.8
2021,4,2021-10-17,S37000017,3,Emergency,24,21,14.3
2021,4,2021-10-17,S37000017,4,Emergency,24,22.5,6.7
2021,4,2021-10-17,S37000017,5,Emergency,16,23,-30.4
2021,4,2021-10-17,S37000018,1,Emergency,23,21.5,7
2021,4,2021-10-17,S37000018,2,Emergency,64,65.5,-2.3
2021,4,2021-10-17,S37000018,3,Emergency,43,42,2.4
2021,4,2021-10-17,S37000018,4,Emergency,36,31.5,14.3
2021,4,2021-10-17,S37000018,5,Emergency,18,21.5,-16.3
2021,4,2021-10-17,S37000019,1,Emergency,7,7,0
2021,4,2021-10-17,S37000019,2,Emergency,35,30,16.7
2021,4,2021-10-17,S37000019,3,Emergency,68,53.5,27.1
2021,4,2021-10-17,S37000019,4,Emergency,71,60.5,17.4
2021,4,2021-10-17,S37000019,5,Emergency,11,17,-35.3
2021,4,2021-10-17,S37000020,1,Emergency,160,216,-25.9
2021,4,2021-10-17,S37000020,2,Emergency,71,84.5,-16
2021,4,2021-10-17,S37000020,3,Emergency,32,51,-37.3
2021,4,2021-10-17,S37000020,4,Emergency,34,39.5,-13.9
2021,4,2021-10-17,S37000020,5,Emergency,24,27.5,-12.7
2021,4,2021-10-17,S37000022,2,Emergency,8,5,60
2021,4,2021-10-17,S37000022,3,Emergency,7,7.5,-6.7
2021,4,2021-10-17,S37000022,4,Emergency,28,21.5,30.2
2021,4,2021-10-17,S37000024,1,Emergency,165,127,29.9
2021,4,2021-10-17,S37000024,2,Emergency,88,91,-3.3
2021,4,2021-10-17,S37000024,3,Emergency,67,58.5,14.5
2021,4,2021-10-17,S37000024,4,Emergency,53,41,29.3
2021,4,2021-10-17,S37000024,5,Emergency,78,53,47.2
2021,4,2021-10-17,S37000025,1,Emergency,17,21.5,-20.9
2021,4,2021-10-17,S37000025,2,Emergency,30,46.5,-35.5
2021,4,2021-10-17,S37000025,3,Emergency,68,113.5,-40.1
2021,4,2021-10-17,S37000025,4,Emergency,49,65.5,-25.2
2021,4,2021-10-17,S37000025,5,Emergency,14,10,40
2021,4,2021-10-17,S37000026,3,Emergency,13,16.5,-21.2
2021,4,2021-10-17,S37000026,4,Emergency,22,28.5,-22.8
2021,4,2021-10-17,S37000027,1,Emergency,64,76,-15.8
2021,4,2021-10-17,S37000027,2,Emergency,78,89.5,-12.8
2021,4,2021-10-17,S37000027,3,Emergency,80,71,12.7
2021,4,2021-10-17,S37000027,4,Emergency,44,48,-8.3
2021,4,2021-10-17,S37000027,5,Emergency,51,55,-7.3
2021,4,2021-10-17,S37000028,1,Emergency,188,208,-9.6
2021,4,2021-10-17,S37000028,2,Emergency,200,215.5,-7.2
2021,4,2021-10-17,S37000028,3,Emergency,136,170.5,-20.2
2021,4,2021-10-17,S37000028,4,Emergency,87,119,-26.9
2021,4,2021-10-17,S37000028,5,Emergency,99,98.5,0.5
2021,4,2021-10-17,S37000029,1,Emergency,84,90.5,-7.2
2021,4,2021-10-17,S37000029,2,Emergency,57,57.5,-0.9
2021,4,2021-10-17,S37000029,3,Emergency,39,38,2.6
2021,4,2021-10-17,S37000029,4,Emergency,25,13.5,85.2
2021,4,2021-10-17,S37000029,5,Emergency,7,11.5,-39.1
2021,4,2021-10-17,S37000030,1,Emergency,84,99.5,-15.6
2021,4,2021-10-17,S37000030,2,Emergency,146,137,6.6
2021,4,2021-10-17,S37000030,3,Emergency,80,71,12.7
2021,4,2021-10-17,S37000030,4,Emergency,78,51.5,51.5
2021,4,2021-10-17,S37000030,5,Emergency,59,49,20.4
2021,4,2021-10-17,S37000031,2,Emergency,9,13,-30.8
2021,4,2021-10-17,S37000031,3,Emergency,44,53,-17
2021,4,2021-10-17,S37000032,1,Emergency,247,229.5,7.6
2021,4,2021-10-17,S37000032,2,Emergency,210,220,-4.5
2021,4,2021-10-17,S37000032,3,Emergency,178,183,-2.7
2021,4,2021-10-17,S37000032,4,Emergency,142,141.5,0.4
2021,4,2021-10-17,S37000032,5,Emergency,127,121.5,4.5
2021,4,2021-10-17,S37000033,1,Emergency,23,26,-11.5
2021,4,2021-10-17,S37000033,2,Emergency,45,49,-8.2
2021,4,2021-10-17,S37000033,3,Emergency,79,87.5,-9.7
2021,4,2021-10-17,S37000033,4,Emergency,105,96,9.4
2021,4,2021-10-17,S37000033,5,Emergency,59,64.5,-8.5
2021,4,2021-10-17,S37000034,1,Emergency,746,785.5,-5
2021,4,2021-10-17,S37000034,2,Emergency,205,242,-15.3
2021,4,2021-10-17,S37000034,3,Emergency,138,133,3.8
2021,4,2021-10-17,S37000034,4,Emergency,114,104.5,9.1
2021,4,2021-10-17,S37000034,5,Emergency,83,82.5,0.6
2021,4,2021-10-17,S37000035,1,Emergency,299,369.5,-19.1
2021,4,2021-10-17,S37000035,2,Emergency,213,260.5,-18.2
2021,4,2021-10-17,S37000035,3,Emergency,119,120.5,-1.2
2021,4,2021-10-17,S37000035,4,Emergency,103,105.5,-2.4
2021,4,2021-10-17,S37000035,5,Emergency,54,51.5,4.9
2021,4,2021-10-24,S37000001,1,Emergency,60,65,-7.7
2021,4,2021-10-24,S37000001,2,Emergency,113,119,-5
2021,4,2021-10-24,S37000001,3,Emergency,55,76.5,-28.1
2021,4,2021-10-24,S37000001,4,Emergency,60,52,15.4
2021,4,2021-10-24,S37000001,5,Emergency,92,112.5,-18.2
2021,4,2021-10-24,S37000002,1,Emergency,13,13,0
2021,4,2021-10-24,S37000002,2,Emergency,52,46.5,11.8
2021,4,2021-10-24,S37000002,3,Emergency,97,89,9
2021,4,2021-10-24,S37000002,4,Emergency,158,149.5,5.7
2021,4,2021-10-24,S37000002,5,Emergency,103,85.5,20.5
2021,4,2021-10-24,S37000003,1,Emergency,21,13,61.5
2021,4,2021-10-24,S37000003,2,Emergency,82,63.5,29.1
2021,4,2021-10-24,S37000003,3,Emergency,81,68,19.1
2021,4,2021-10-24,S37000003,4,Emergency,54,64.5,-16.3
2021,4,2021-10-24,S37000003,5,Emergency,17,21.5,-20.9
2021,4,2021-10-24,S37000004,1,Emergency,21,18.5,13.5
2021,4,2021-10-24,S37000004,2,Emergency,36,34.5,4.3
2021,4,2021-10-24,S37000004,3,Emergency,87,82.5,5.5
2021,4,2021-10-24,S37000004,4,Emergency,48,30,60
2021,4,2021-10-24,S37000004,5,Emergency,19,17,11.8
2021,4,2021-10-24,S37000005,1,Emergency,66,102,-35.3
2021,4,2021-10-24,S37000005,2,Emergency,49,92,-46.7
2021,4,2021-10-24,S37000005,3,Emergency,46,58.5,-21.4
2021,4,2021-10-24,S37000005,4,Emergency,66,74.5,-11.4
2021,4,2021-10-24,S37000005,5,Emergency,56,51.5,8.7
2021,4,2021-10-24,S37000006,1,Emergency,34,50.5,-32.7
2021,4,2021-10-24,S37000006,2,Emergency,99,97,2.1
2021,4,2021-10-24,S37000006,3,Emergency,106,135,-21.5
2021,4,2021-10-24,S37000006,4,Emergency,49,52,-5.8
2021,4,2021-10-24,S37000006,5,Emergency,37,24,54.2
2021,4,2021-10-24,S37000007,1,Emergency,179,165,8.5
2021,4,2021-10-24,S37000007,2,Emergency,75,67,11.9
2021,4,2021-10-24,S37000007,3,Emergency,31,31,0
2021,4,2021-10-24,S37000007,4,Emergency,61,32,90.6
2021,4,2021-10-24,S37000007,5,Emergency,50,37.5,33.3
2021,4,2021-10-24,S37000008,1,Emergency,109,117,-6.8
2021,4,2021-10-24,S37000008,2,Emergency,77,80.5,-4.3
2021,4,2021-10-24,S37000008,3,Emergency,54,53,1.9
2021,4,2021-10-24,S37000008,4,Emergency,34,35,-2.9
2021,4,2021-10-24,S37000008,5,Emergency,32,29,10.3
2021,4,2021-10-24,S37000009,1,Emergency,13,13,0
2021,4,2021-10-24,S37000009,2,Emergency,45,40.5,11.1
2021,4,2021-10-24,S37000009,3,Emergency,15,14,7.1
2021,4,2021-10-24,S37000009,4,Emergency,46,42,9.5
2021,4,2021-10-24,S37000009,5,Emergency,76,68,11.8
2021,4,2021-10-24,S37000010,1,Emergency,15,12.5,20
2021,4,2021-10-24,S37000010,2,Emergency,69,63.5,8.7
2021,4,2021-10-24,S37000010,3,Emergency,42,40.5,3.7
2021,4,2021-10-24,S37000010,4,Emergency,33,27.5,20
2021,4,2021-10-24,S37000010,5,Emergency,23,26,-11.5
2021,4,2021-10-24,S37000011,1,Emergency,21,15.5,35.5
2021,4,2021-10-24,S37000011,2,Emergency,27,23,17.4
2021,4,2021-10-24,S37000011,3,Emergency,17,17,0
2021,4,2021-10-24,S37000011,4,Emergency,31,31,0
2021,4,2021-10-24,S37000011,5,Emergency,89,71,25.4
2021,4,2021-10-24,S37000012,1,Emergency,154,157.5,-2.2
2021,4,2021-10-24,S37000012,2,Emergency,133,165,-19.4
2021,4,2021-10-24,S37000012,3,Emergency,92,101.5,-9.4
2021,4,2021-10-24,S37000012,4,Emergency,138,138,0
2021,4,2021-10-24,S37000012,5,Emergency,261,261.5,-0.2
2021,4,2021-10-24,S37000013,1,Emergency,60,111,-45.9
2021,4,2021-10-24,S37000013,2,Emergency,79,129,-38.8
2021,4,2021-10-24,S37000013,3,Emergency,88,129.5,-32
2021,4,2021-10-24,S37000013,4,Emergency,52,62,-16.1
2021,4,2021-10-24,S37000013,5,Emergency,44,48.5,-9.3
2021,4,2021-10-24,S37000016,1,Emergency,50,67.5,-25.9
2021,4,2021-10-24,S37000016,2,Emergency,95,100.5,-5.5
2021,4,2021-10-24,S37000016,3,Emergency,170,171.5,-0.9
2021,4,2021-10-24,S37000016,4,Emergency,120,149.5,-19.7
2021,4,2021-10-24,S37000016,5,Emergency,37,26.5,39.6
2021,4,2021-10-24,S37000017,1,Emergency,106,107.5,-1.4
2021,4,2021-10-24,S37000017,2,Emergency,19,21,-9.5
2021,4,2021-10-24,S37000017,3,Emergency,22,21,4.8
2021,4,2021-10-24,S37000017,4,Emergency,20,21,-4.8
2021,4,2021-10-24,S37000017,5,Emergency,16,19,-15.8
2021,4,2021-10-24,S37000018,1,Emergency,24,26,-7.7
2021,4,2021-10-24,S37000018,2,Emergency,66,81,-18.5
2021,4,2021-10-24,S37000018,3,Emergency,33,36,-8.3
2021,4,2021-10-24,S37000018,4,Emergency,29,30.5,-4.9
2021,4,2021-10-24,S37000018,5,Emergency,17,17,0
2021,4,2021-10-24,S37000019,1,Emergency,9,3,200
2021,4,2021-10-24,S37000019,2,Emergency,24,25.5,-5.9
2021,4,2021-10-24,S37000019,3,Emergency,62,51.5,20.4
2021,4,2021-10-24,S37000019,4,Emergency,57,63.5,-10.2
2021,4,2021-10-24,S37000019,5,Emergency,24,15.5,54.8
2021,4,2021-10-24,S37000020,1,Emergency,168,186,-9.7
2021,4,2021-10-24,S37000020,2,Emergency,68,81,-16
2021,4,2021-10-24,S37000020,3,Emergency,54,51,5.9
2021,4,2021-10-24,S37000020,4,Emergency,43,49,-12.2
2021,4,2021-10-24,S37000020,5,Emergency,31,25,24
2021,4,2021-10-24,S37000022,3,Emergency,6,4.5,33.3
2021,4,2021-10-24,S37000022,4,Emergency,23,20.5,12.2
2021,4,2021-10-24,S37000024,1,Emergency,106,111.5,-4.9
2021,4,2021-10-24,S37000024,2,Emergency,94,93.5,0.5
2021,4,2021-10-24,S37000024,3,Emergency,81,58.5,38.5
2021,4,2021-10-24,S37000024,4,Emergency,43,38,13.2
2021,4,2021-10-24,S37000024,5,Emergency,63,44.5,41.6
2021,4,2021-10-24,S37000025,1,Emergency,11,14.5,-24.1
2021,4,2021-10-24,S37000025,2,Emergency,36,50,-28
2021,4,2021-10-24,S37000025,3,Emergency,79,96,-17.7
2021,4,2021-10-24,S37000025,4,Emergency,47,54.5,-13.8
2021,4,2021-10-24,S37000025,5,Emergency,14,16,-12.5
2021,4,2021-10-24,S37000026,3,Emergency,15,18,-16.7
2021,4,2021-10-24,S37000026,4,Emergency,22,25.5,-13.7
2021,4,2021-10-24,S37000027,1,Emergency,77,82.5,-6.7
2021,4,2021-10-24,S37000027,2,Emergency,77,85.5,-9.9
2021,4,2021-10-24,S37000027,3,Emergency,70,61.5,13.8
2021,4,2021-10-24,S37000027,4,Emergency,53,37.5,41.3
2021,4,2021-10-24,S37000027,5,Emergency,50,49.5,1
2021,4,2021-10-24,S37000028,1,Emergency,175,180,-2.8
2021,4,2021-10-24,S37000028,2,Emergency,177,201.5,-12.2
2021,4,2021-10-24,S37000028,3,Emergency,143,151.5,-5.6
2021,4,2021-10-24,S37000028,4,Emergency,116,100,16
2021,4,2021-10-24,S37000028,5,Emergency,99,92,7.6
2021,4,2021-10-24,S37000029,1,Emergency,81,81.5,-0.6
2021,4,2021-10-24,S37000029,2,Emergency,45,59,-23.7
2021,4,2021-10-24,S37000029,3,Emergency,33,34,-2.9
2021,4,2021-10-24,S37000029,4,Emergency,25,14.5,72.4
2021,4,2021-10-24,S37000029,5,Emergency,7,7,0
2021,4,2021-10-24,S37000030,1,Emergency,82,79,3.8
2021,4,2021-10-24,S37000030,2,Emergency,141,141.5,-0.4
2021,4,2021-10-24,S37000030,3,Emergency,87,71.5,21.7
2021,4,2021-10-24,S37000030,4,Emergency,72,65,10.8
2021,4,2021-10-24,S37000030,5,Emergency,50,51,-2
2021,4,2021-10-24,S37000031,2,Emergency,12,15.5,-22.6
2021,4,2021-10-24,S37000031,3,Emergency,60,57.5,4.3
2021,4,2021-10-24,S37000032,1,Emergency,262,199.5,31.3
2021,4,2021-10-24,S37000032,2,Emergency,209,213.5,-2.1
2021,4,2021-10-24,S37000032,3,Emergency,160,175,-8.6
2021,4,2021-10-24,S37000032,4,Emergency,162,159.5,1.6
2021,4,2021-10-24,S37000032,5,Emergency,139,124,12.1
2021,4,2021-10-24,S37000033,1,Emergency,22,21,4.8
2021,4,2021-10-24,S37000033,2,Emergency,51,45,13.3
2021,4,2021-10-24,S37000033,3,Emergency,89,82.5,7.9
2021,4,2021-10-24,S37000033,4,Emergency,110,90,22.2
2021,4,2021-10-24,S37000033,5,Emergency,73,65,12.3
2021,4,2021-10-24,S37000034,1,Emergency,742,767.5,-3.3
2021,4,2021-10-24,S37000034,2,Emergency,232,218,6.4
2021,4,2021-10-24,S37000034,3,Emergency,134,142.5,-6
2021,4,2021-10-24,S37000034,4,Emergency,136,94.5,43.9
2021,4,2021-10-24,S37000034,5,Emergency,100,67.5,48.1
2021,4,2021-10-24,S37000035,1,Emergency,350,341,2.6
2021,4,2021-10-24,S37000035,2,Emergency,243,262.5,-7.4
2021,4,2021-10-24,S37000035,3,Emergency,93,120.5,-22.8
2021,4,2021-10-24,S37000035,4,Emergency,98,95.5,2.6
2021,4,2021-10-24,S37000035,5,Emergency,56,50.5,10.9
2021,4,2021-10-31,S37000001,1,Emergency,73,67.5,8.1
2021,4,2021-10-31,S37000001,2,Emergency,111,122,-9
2021,4,2021-10-31,S37000001,3,Emergency,71,55.5,27.9
2021,4,2021-10-31,S37000001,4,Emergency,55,46,19.6
2021,4,2021-10-31,S37000001,5,Emergency,122,105.5,15.6
2021,4,2021-10-31,S37000002,1,Emergency,16,14,14.3
2021,4,2021-10-31,S37000002,2,Emergency,43,50.5,-14.9
2021,4,2021-10-31,S37000002,3,Emergency,112,101.5,10.3
2021,4,2021-10-31,S37000002,4,Emergency,133,156,-14.7
2021,4,2021-10-31,S37000002,5,Emergency,84,90,-6.7
2021,4,2021-10-31,S37000003,1,Emergency,23,17,35.3
2021,4,2021-10-31,S37000003,2,Emergency,63,58.5,7.7
2021,4,2021-10-31,S37000003,3,Emergency,66,67,-1.5
2021,4,2021-10-31,S37000003,4,Emergency,66,59,11.9
2021,4,2021-10-31,S37000003,5,Emergency,27,20,35
2021,4,2021-10-31,S37000004,1,Emergency,22,24.5,-10.2
2021,4,2021-10-31,S37000004,2,Emergency,39,29,34.5
2021,4,2021-10-31,S37000004,3,Emergency,93,73.5,26.5
2021,4,2021-10-31,S37000004,4,Emergency,33,30.5,8.2
2021,4,2021-10-31,S37000004,5,Emergency,17,14.5,17.2
2021,4,2021-10-31,S37000005,1,Emergency,68,83,-18.1
2021,4,2021-10-31,S37000005,2,Emergency,54,87,-37.9
2021,4,2021-10-31,S37000005,3,Emergency,31,57,-45.6
2021,4,2021-10-31,S37000005,4,Emergency,40,73,-45.2
2021,4,2021-10-31,S37000005,5,Emergency,42,65.5,-35.9
2021,4,2021-10-31,S37000006,1,Emergency,48,41,17.1
2021,4,2021-10-31,S37000006,2,Emergency,91,93,-2.2
2021,4,2021-10-31,S37000006,3,Emergency,119,118,0.8
2021,4,2021-10-31,S37000006,4,Emergency,37,44,-15.9
2021,4,2021-10-31,S37000006,5,Emergency,29,18.5,56.8
2021,4,2021-10-31,S37000007,1,Emergency,162,146,11
2021,4,2021-10-31,S37000007,2,Emergency,75,70,7.1
2021,4,2021-10-31,S37000007,3,Emergency,40,29,37.9
2021,4,2021-10-31,S37000007,4,Emergency,53,37.5,41.3
2021,4,2021-10-31,S37000007,5,Emergency,53,37.5,41.3
2021,4,2021-10-31,S37000008,1,Emergency,130,138,-5.8
2021,4,2021-10-31,S37000008,2,Emergency,73,91,-19.8
2021,4,2021-10-31,S37000008,3,Emergency,55,54.5,0.9
2021,4,2021-10-31,S37000008,4,Emergency,40,36.5,9.6
2021,4,2021-10-31,S37000008,5,Emergency,29,20.5,41.5
2021,4,2021-10-31,S37000009,1,Emergency,12,10.5,14.3
2021,4,2021-10-31,S37000009,2,Emergency,43,46,-6.5
2021,4,2021-10-31,S37000009,3,Emergency,15,14,7.1
2021,4,2021-10-31,S37000009,4,Emergency,43,34,26.5
2021,4,2021-10-31,S37000009,5,Emergency,76,83.5,-9
2021,4,2021-10-31,S37000010,1,Emergency,20,10,100
2021,4,2021-10-31,S37000010,2,Emergency,81,71.5,13.3
2021,4,2021-10-31,S37000010,3,Emergency,47,45,4.4
2021,4,2021-10-31,S37000010,4,Emergency,53,29.5,79.7
2021,4,2021-10-31,S37000010,5,Emergency,30,30,0
2021,4,2021-10-31,S37000011,1,Emergency,18,13.5,33.3
2021,4,2021-10-31,S37000011,2,Emergency,18,24,-25
2021,4,2021-10-31,S37000011,3,Emergency,11,14.5,-24.1
2021,4,2021-10-31,S37000011,4,Emergency,30,31.5,-4.8
2021,4,2021-10-31,S37000011,5,Emergency,60,71,-15.5
2021,4,2021-10-31,S37000012,1,Emergency,154,157.5,-2.2
2021,4,2021-10-31,S37000012,2,Emergency,166,162,2.5
2021,4,2021-10-31,S37000012,3,Emergency,104,114,-8.8
2021,4,2021-10-31,S37000012,4,Emergency,160,142,12.7
2021,4,2021-10-31,S37000012,5,Emergency,307,296.5,3.5
2021,4,2021-10-31,S37000013,1,Emergency,79,107,-26.2
2021,4,2021-10-31,S37000013,2,Emergency,79,105,-24.8
2021,4,2021-10-31,S37000013,3,Emergency,88,143.5,-38.7
2021,4,2021-10-31,S37000013,4,Emergency,44,69,-36.2
2021,4,2021-10-31,S37000013,5,Emergency,32,55,-41.8
2021,4,2021-10-31,S37000016,1,Emergency,61,67.5,-9.6
2021,4,2021-10-31,S37000016,2,Emergency,96,100.5,-4.5
2021,4,2021-10-31,S37000016,3,Emergency,147,166.5,-11.7
2021,4,2021-10-31,S37000016,4,Emergency,148,123.5,19.8
2021,4,2021-10-31,S37000016,5,Emergency,30,33,-9.1
2021,4,2021-10-31,S37000017,1,Emergency,79,101,-21.8
2021,4,2021-10-31,S37000017,2,Emergency,27,23,17.4
2021,4,2021-10-31,S37000017,3,Emergency,20,21.5,-7
2021,4,2021-10-31,S37000017,4,Emergency,12,22.5,-46.7
2021,4,2021-10-31,S37000017,5,Emergency,19,21.5,-11.6
2021,4,2021-10-31,S37000018,1,Emergency,21,17.5,20
2021,4,2021-10-31,S37000018,2,Emergency,81,76,6.6
2021,4,2021-10-31,S37000018,3,Emergency,50,44,13.6
2021,4,2021-10-31,S37000018,4,Emergency,31,24.5,26.5
2021,4,2021-10-31,S37000018,5,Emergency,18,19,-5.3
2021,4,2021-10-31,S37000019,1,Emergency,6,7.5,-20
2021,4,2021-10-31,S37000019,2,Emergency,26,23,13
2021,4,2021-10-31,S37000019,3,Emergency,59,60.5,-2.5
2021,4,2021-10-31,S37000019,4,Emergency,66,51,29.4
2021,4,2021-10-31,S37000019,5,Emergency,13,13.5,-3.7
2021,4,2021-10-31,S37000020,1,Emergency,177,199.5,-11.3
2021,4,2021-10-31,S37000020,2,Emergency,75,84,-10.7
2021,4,2021-10-31,S37000020,3,Emergency,45,43,4.7
2021,4,2021-10-31,S37000020,4,Emergency,31,32.5,-4.6
2021,4,2021-10-31,S37000020,5,Emergency,24,22,9.1
