year,quarter,hb,location,specialty,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2017,1,S08000015,A210H,C3,Anaesthetics,319,264,3.5444444444444443,2.933333333333333,82.75862068965517
2017,1,S08000015,S08000015,C3,Anaesthetics,852,636,9.466666666666669,7.066666666666666,74.64788732394366
2017,2,S08000015,A111H,C3,Anaesthetics,545,376,5.989010989010989,4.131868131868132,68.9908256880734
2017,2,S08000015,A210H,C3,Anaesthetics,312,240,3.4285714285714284,2.6373626373626373,76.92307692307693
2017,2,S08000015,S08000015,C3,Anaesthetics,857,616,9.417582417582418,6.769230769230769,71.87864644107351
2017,3,S08000015,A111H,C3,Anaesthetics,549,427,5.967391304347826,4.641304347826087,77.77777777777779
2017,3,S08000015,A210H,C3,Anaesthetics,403,292,4.380434782608695,3.1739130434782608,72.45657568238214
2017,3,S08000015,S08000015,C3,Anaesthetics,952,719,10.347826086956522,7.815217391304348,75.52521008403362
2017,4,S08000015,A111H,C3,Anaesthetics,552,361,6,3.9239130434782608,65.39855072463769
2017,4,S08000015,A210H,C3,Anaesthetics,398,251,4.326086956521739,2.7282608695652173,63.06532663316583
2017,4,S08000015,S08000015,C3,Anaesthetics,950,612,10.326086956521738,6.6521739130434785,64.42105263157896
2018,1,S08000015,A111H,C3,Anaesthetics,541,410,6.011111111111111,4.555555555555555,75.78558225508317
2018,1,S08000015,A210H,C3,Anaesthetics,376,271,4.177777777777778,3.011111111111111,72.07446808510637
2018,1,S08000015,S08000015,C3,Anaesthetics,917,681,10.188888888888888,7.566666666666666,74.2639040348964
2018,2,S08000015,A111H,C3,Anaesthetics,543,332,5.967032967032967,3.648351648351648,61.141804788213626
2018,2,S08000015,A210H,C3,Anaesthetics,341,185,3.7472527472527473,2.032967032967033,54.252199413489734
2018,2,S08000015,S08000015,C3,Anaesthetics,884,517,9.714285714285714,5.681318681318682,58.4841628959276
2018,3,S08000015,A111H,C3,Anaesthetics,9,8,0.09782608695652174,0.08695652173913043,88.88888888888889
2018,3,S08000015,A210H,C3,Anaesthetics,5,3,0.05434782608695652,0.03260869565217391,60
2018,3,S08000015,S08000015,C3,Anaesthetics,14,11,0.15217391304347827,0.11956521739130437,78.57142857142857
2018,4,S08000015,A111H,C3,Anaesthetics,2,2,0.0217391304347826,0.0217391304347826,100
2018,4,S08000015,A210H,C3,Anaesthetics,2,2,0.0217391304347826,0.0217391304347826,100
2018,4,S08000015,S08000015,C3,Anaesthetics,4,4,0.04347826086956521,0.04347826086956521,100
2019,1,S08000015,A210H,C3,Anaesthetics,3,3,0.03333333333333333,0.03333333333333333,100
2019,1,S08000015,S08000015,C3,Anaesthetics,4,4,0.04444444444444444,0.04444444444444444,100
2019,2,S08000015,A111H,C3,Anaesthetics,1,1,0.01098901098901099,0.01098901098901099,100
2019,2,S08000015,A210H,C3,Anaesthetics,1,1,0.01098901098901099,0.01098901098901099,100
2019,2,S08000015,S08000015,C3,Anaesthetics,2,2,0.02197802197802198,0.02197802197802198,100
2019,3,S08000015,A111H,C3,Anaesthetics,1,1,0.0108695652173913,0.0108695652173913,100
2019,3,S08000015,A210H,C3,Anaesthetics,1,1,0.0108695652173913,0.0108695652173913,100
2019,3,S08000015,S08000015,C3,Anaesthetics,2,2,0.0217391304347826,0.0217391304347826,100
2020,1,S08000015,A111H,C3,Anaesthetics,3,3,0.03296703296703297,0.03296703296703297,100
2020,1,S08000015,S08000015,C3,Anaesthetics,3,3,0.03296703296703297,0.03296703296703297,100
2020,3,S08000015,A111H,C3,Anaesthetics,2,2,0.0217391304347826,0.0217391304347826,100
2020,3,S08000015,S08000015,C3,Anaesthetics,2,2,0.0217391304347826,0.0217391304347826,100
2016,2,S08000015,A111H,A2,Cardiology,1158,1080,12.725274725274724,11.868131868131869,93.26424870466322
2016,2,S08000015,A210H,A2,Cardiology,1808,1702,19.86813186813187,18.703296703296704,94.13716814159292
2016,2,S08000015,S08000015,A2,Cardiology,2966,2782,32.59340659340659,30.571428571428573,93.7963587322994
2016,3,S08000015,A111H,A2,Cardiology,1132,1041,12.304347826086955,11.315217391304348,91.96113074204946
2016,3,S08000015,A210H,A2,Cardiology,1726,1643,18.76086956521739,17.858695652173914,95.19119351100812
2016,3,S08000015,S08000015,A2,Cardiology,2858,2684,31.065217391304348,29.17391304347826,93.9118264520644
2016,4,S08000015,A101H,A2,Cardiology,5,5,0.05434782608695652,0.05434782608695652,100
2016,4,S08000015,A111H,A2,Cardiology,1140,1057,12.391304347826088,11.48913043478261,92.71929824561404
2016,4,S08000015,A210H,A2,Cardiology,2075,1962,22.554347826086957,21.32608695652174,94.55421686746988
2016,4,S08000015,S08000015,A2,Cardiology,3220,3024,35,32.869565217391305,93.91304347826087
2017,1,S08000015,A111H,A2,Cardiology,1144,1079,12.71111111111111,11.988888888888887,94.31818181818184
2017,1,S08000015,A210H,A2,Cardiology,1809,1700,20.1,18.88888888888889,93.97457158651189
2017,1,S08000015,S08000015,A2,Cardiology,2953,2779,32.81111111111111,30.877777777777776,94.10768709786656
2017,2,S08000015,A111H,A2,Cardiology,1096,997,12.043956043956044,10.956043956043956,90.96715328467153
2017,2,S08000015,A210H,A2,Cardiology,1476,1377,16.21978021978022,15.131868131868131,93.29268292682929
2017,2,S08000015,S08000015,A2,Cardiology,2572,2374,28.263736263736263,26.087912087912088,92.30171073094868
2017,3,S08000015,A111H,A2,Cardiology,1103,1030,11.98913043478261,11.195652173913045,93.38168631006344
2017,3,S08000015,A210H,A2,Cardiology,725,660,7.880434782608695,7.173913043478261,91.0344827586207
2017,3,S08000015,S08000015,A2,Cardiology,1828,1690,19.869565217391305,18.369565217391305,92.4507658643326
2017,4,S08000015,A111H,A2,Cardiology,1113,1034,12.097826086956522,11.23913043478261,92.90206648697216
2017,4,S08000015,A210H,A2,Cardiology,713,652,7.75,7.086956521739131,91.44460028050491
2017,4,S08000015,S08000015,A2,Cardiology,1826,1686,19.847826086956523,18.32608695652174,92.33296823658269
2018,1,S08000015,A111H,A2,Cardiology,1083,1026,12.033333333333331,11.4,94.73684210526316
2018,1,S08000015,A210H,A2,Cardiology,578,509,6.4222222222222225,5.655555555555556,88.06228373702423
2018,1,S08000015,S08000015,A2,Cardiology,1661,1535,18.455555555555556,17.055555555555557,92.41420830824804
2018,2,S08000015,A111H,A2,Cardiology,1095,1019,12.032967032967033,11.197802197802195,93.0593607305936
2018,2,S08000015,A210H,A2,Cardiology,695,513,7.637362637362638,5.637362637362638,73.81294964028777
2018,2,S08000015,S08000015,A2,Cardiology,1790,1532,19.67032967032967,16.835164835164836,85.58659217877094
2018,3,S08000015,A111H,A2,Cardiology,1119,1032,12.16304347826087,11.217391304347826,92.22520107238608
2018,3,S08000015,A210H,A2,Cardiology,632,556,6.869565217391305,6.043478260869565,87.9746835443038
2018,3,S08000015,S08000015,A2,Cardiology,1751,1588,19.032608695652176,17.26086956521739,90.6910336950314
2018,4,S08000015,A111H,A2,Cardiology,1099,1022,11.945652173913045,11.108695652173912,92.9936305732484
2018,4,S08000015,A210H,A2,Cardiology,633,546,6.880434782608695,5.934782608695652,86.25592417061611
2018,4,S08000015,S08000015,A2,Cardiology,1732,1568,18.82608695652174,17.043478260869566,90.53117782909932
2019,1,S08000015,A111H,A2,Cardiology,1086,1029,12.066666666666666,11.433333333333334,94.75138121546962
2019,1,S08000015,A210H,A2,Cardiology,641,577,7.122222222222222,6.411111111111111,90.01560062402497
2019,1,S08000015,S08000015,A2,Cardiology,1727,1606,19.18888888888889,17.844444444444445,92.9936305732484
2019,2,S08000015,A111H,A2,Cardiology,1090,1027,11.978021978021978,11.285714285714286,94.22018348623854
2019,2,S08000015,A210H,A2,Cardiology,631,559,6.934065934065934,6.142857142857143,88.58954041204437
2019,2,S08000015,S08000015,A2,Cardiology,1721,1586,18.912087912087912,17.428571428571427,92.15572341661824
2019,3,S08000015,A111H,A2,Cardiology,1106,1017,12.021739130434783,11.054347826086955,91.95298372513562
2019,3,S08000015,A210H,A2,Cardiology,639,578,6.945652173913044,6.282608695652174,90.45383411580596
2019,3,S08000015,S08000015,A2,Cardiology,1745,1595,18.967391304347824,17.33695652173913,91.40401146131806
2019,4,S08000015,A111H,A2,Cardiology,1104,1039,12,11.293478260869565,94.1123188405797
2019,4,S08000015,A210H,A2,Cardiology,605,538,6.576086956521739,5.8478260869565215,88.92561983471073
2019,4,S08000015,S08000015,A2,Cardiology,1709,1577,18.57608695652174,17.141304347826086,92.2761849034523
2020,1,S08000015,A111H,A2,Cardiology,1096,1005,12.043956043956044,11.043956043956044,91.6970802919708
2020,1,S08000015,A210H,A2,Cardiology,549,482,6.032967032967033,5.2967032967032965,87.79599271402549
2020,1,S08000015,S08000015,A2,Cardiology,1645,1487,18.076923076923077,16.34065934065934,90.39513677811549
2020,2,S08000015,A111H,A2,Cardiology,1091,565,11.989010989010987,6.208791208791209,51.787351054078826
2020,2,S08000015,A210H,A2,Cardiology,438,317,4.813186813186813,3.4835164835164836,72.3744292237443
2020,2,S08000015,S08000015,A2,Cardiology,1529,882,16.802197802197803,9.692307692307692,57.68476128188358
2020,3,S08000015,A111H,A2,Cardiology,980,910,10.652173913043478,9.891304347826088,92.85714285714286
2020,3,S08000015,A210H,A2,Cardiology,429,350,4.663043478260869,3.804347826086957,81.58508158508158
2020,3,S08000015,S08000015,A2,Cardiology,1409,1260,15.315217391304348,13.695652173913045,89.42512420156139
2020,4,S08000015,A111H,A2,Cardiology,598,574,6.5,6.239130434782608,95.9866220735786
2020,4,S08000015,A210H,A2,Cardiology,534,480,5.804347826086956,5.217391304347826,89.88764044943821
2020,4,S08000015,S08000015,A2,Cardiology,1132,1054,12.304347826086955,11.456521739130435,93.1095406360424
2021,1,S08000015,A111H,A2,Cardiology,574,510,6.377777777777778,5.666666666666667,88.85017421602788
2021,1,S08000015,A210H,A2,Cardiology,411,360,4.566666666666666,4,87.59124087591242
2021,1,S08000015,S08000015,A2,Cardiology,985,870,10.944444444444445,9.666666666666666,88.3248730964467
2021,2,S08000015,A111H,A2,Cardiology,554,511,6.087912087912088,5.615384615384615,92.23826714801444
2021,2,S08000015,A210H,A2,Cardiology,510,447,5.604395604395604,4.912087912087912,87.64705882352942
2021,2,S08000015,S08000015,A2,Cardiology,1064,958,11.692307692307692,10.527472527472527,90.0375939849624
2016,4,S08000015,A111H,H2,Clinical Oncology,2,2,0.0217391304347826,0.0217391304347826,100
2016,4,S08000015,S08000015,H2,Clinical Oncology,2,2,0.0217391304347826,0.0217391304347826,100
2018,1,S08000015,A111H,H2,Clinical Oncology,1,1,0.01111111111111111,0.01111111111111111,100
2018,1,S08000015,S08000015,H2,Clinical Oncology,1,1,0.01111111111111111,0.01111111111111111,100
2016,2,S08000015,A210H,H1,Clinical Radiology,2,2,0.02197802197802198,0.02197802197802198,100
2016,2,S08000015,S08000015,H1,Clinical Radiology,2,2,0.02197802197802198,0.02197802197802198,100
2016,3,S08000015,A210H,H1,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2016,3,S08000015,S08000015,H1,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2017,1,S08000015,A210H,H1,Clinical Radiology,1,1,0.01111111111111111,0.01111111111111111,100
2017,1,S08000015,S08000015,H1,Clinical Radiology,1,1,0.01111111111111111,0.01111111111111111,100
2017,2,S08000015,A210H,H1,Clinical Radiology,1,1,0.01098901098901099,0.01098901098901099,100
2017,2,S08000015,S08000015,H1,Clinical Radiology,1,1,0.01098901098901099,0.01098901098901099,100
2017,4,S08000015,A210H,H1,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2017,4,S08000015,S08000015,H1,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2018,2,S08000015,A210H,H1,Clinical Radiology,2,2,0.02197802197802198,0.02197802197802198,100
2018,2,S08000015,S08000015,H1,Clinical Radiology,2,2,0.02197802197802198,0.02197802197802198,100
2019,1,S08000015,A210H,H1,Clinical Radiology,1,1,0.01111111111111111,0.01111111111111111,100
2019,1,S08000015,S08000015,H1,Clinical Radiology,1,1,0.01111111111111111,0.01111111111111111,100
2019,3,S08000015,A210H,H1,Clinical Radiology,2,2,0.0217391304347826,0.0217391304347826,100
2019,3,S08000015,S08000015,H1,Clinical Radiology,2,2,0.0217391304347826,0.0217391304347826,100
2017,1,S08000015,A111H,D1,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2017,1,S08000015,S08000015,D1,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2018,1,S08000015,A111H,D1,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2018,1,S08000015,S08000015,D1,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2019,2,S08000015,A111H,D1,Community Dental Practice,2,2,0.02197802197802198,0.02197802197802198,100
2019,2,S08000015,S08000015,D1,Community Dental Practice,2,2,0.02197802197802198,0.02197802197802198,100
2016,2,S08000015,A101H,NA,Community Grouping,1535,386,16.86813186813187,4.241758241758242,25.14657980456026
2016,2,S08000015,S08000015,NA,Community Grouping,8441,5625,92.75824175824177,61.81318681318681,66.6390238123445
2016,3,S08000015,A101H,NA,Community Grouping,1557,482,16.92391304347826,5.239130434782608,30.956968529222863
2016,3,S08000015,S08000015,NA,Community Grouping,8555,6033,92.9891304347826,65.57608695652173,70.52016364699007
2016,4,S08000015,A101H,NA,Community Grouping,1559,557,16.945652173913043,6.054347826086956,35.72803078896729
2016,4,S08000015,S08000015,NA,Community Grouping,7559,5201,82.16304347826087,56.53260869565217,68.80539753935705
2017,1,S08000015,A101H,NA,Community Grouping,1503,522,16.7,5.8,34.73053892215569
2017,1,S08000015,S08000015,NA,Community Grouping,5812,3965,64.57777777777778,44.05555555555556,68.22092222986923
2017,2,S08000015,A101H,NA,Community Grouping,1363,810,14.978021978021978,8.901098901098901,59.427732942039626
2017,2,S08000015,S08000015,NA,Community Grouping,5748,3892,63.16483516483517,42.76923076923077,67.71050800278357
2017,3,S08000015,A101H,NA,Community Grouping,1134,758,12.326086956521738,8.23913043478261,66.84303350970019
2017,3,S08000015,S08000015,NA,Community Grouping,5662,3510,61.54347826086956,38.15217391304348,61.99222889438361
2017,4,S08000015,A101H,NA,Community Grouping,1195,625,12.98913043478261,6.793478260869565,52.30125523012552
2017,4,S08000015,S08000015,NA,Community Grouping,5499,3865,59.77173913043478,42.01086956521739,70.28550645571923
2018,1,S08000015,A101H,NA,Community Grouping,1084,871,12.044444444444444,9.677777777777775,80.35055350553505
2018,1,S08000015,S08000015,NA,Community Grouping,5414,4322,60.15555555555556,48.022222222222226,79.83007018840044
2018,2,S08000015,A101H,NA,Community Grouping,1092,653,12,7.175824175824176,59.7985347985348
2018,2,S08000015,S08000015,NA,Community Grouping,5304,3401,58.285714285714285,37.37362637362637,64.12141779788838
2018,3,S08000015,A101H,NA,Community Grouping,1105,651,12.01086956521739,7.076086956521739,58.91402714932127
2018,3,S08000015,S08000015,NA,Community Grouping,4824,3189,52.43478260869565,34.66304347826087,66.10696517412936
2018,4,S08000015,A101H,NA,Community Grouping,1104,653,12,7.0978260869565215,59.14855072463768
2018,4,S08000015,S08000015,NA,Community Grouping,5231,3591,56.858695652173914,39.03260869565217,68.64844198050085
2019,1,S08000015,A101H,NA,Community Grouping,1038,661,11.533333333333331,7.344444444444444,63.68015414258189
2019,1,S08000015,S08000015,NA,Community Grouping,5353,4130,59.477777777777774,45.888888888888886,77.1529983186998
2019,2,S08000015,A101H,NA,Community Grouping,1088,688,11.956043956043956,7.56043956043956,63.23529411764706
2019,2,S08000015,S08000015,NA,Community Grouping,5730,4026,62.96703296703296,44.24175824175824,70.26178010471205
2019,3,S08000015,A101H,NA,Community Grouping,1104,612,12,6.6521739130434785,55.434782608695656
2019,3,S08000015,S08000015,NA,Community Grouping,5950,4264,64.67391304347827,46.34782608695652,71.66386554621849
2019,4,S08000015,A101H,NA,Community Grouping,1027,697,11.16304347826087,7.576086956521739,67.86757546251218
2019,4,S08000015,S08000015,NA,Community Grouping,5791,4262,62.94565217391305,46.32608695652174,73.5969608012433
2020,1,S08000015,A101H,NA,Community Grouping,707,549,7.769230769230769,6.032967032967033,77.65205091937764
2020,1,S08000015,S08000015,NA,Community Grouping,5368,4172,58.989010989010985,45.84615384615385,77.71982116244412
2020,2,S08000015,A101H,NA,Community Grouping,646,233,7.0989010989010985,2.56043956043956,36.06811145510836
2020,2,S08000015,S08000015,NA,Community Grouping,5524,2412,60.7032967032967,26.505494505494507,43.66401158580739
2020,3,S08000015,A101H,NA,Community Grouping,720,410,7.826086956521739,4.456521739130435,56.94444444444444
2020,3,S08000015,S08000015,NA,Community Grouping,5674,2775,61.67391304347826,30.16304347826087,48.90729643990131
2020,4,S08000015,A101H,NA,Community Grouping,736,306,8,3.3260869565217392,41.57608695652174
2020,4,S08000015,S08000015,NA,Community Grouping,5704,2695,62,29.293478260869566,47.24754558204769
2021,1,S08000015,A101H,NA,Community Grouping,679,409,7.544444444444444,4.544444444444444,60.23564064801178
2021,1,S08000015,S08000015,NA,Community Grouping,5352,2813,59.46666666666667,31.255555555555556,52.559790732436475
2021,2,S08000015,A101H,NA,Community Grouping,640,336,7.032967032967033,3.692307692307693,52.5
2021,2,S08000015,S08000015,NA,Community Grouping,5554,2965,61.03296703296704,32.582417582417584,53.38494778537991
2017,1,S08000015,A111H,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2017,1,S08000015,S08000015,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2018,1,S08000015,A111H,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2018,1,S08000015,S08000015,NA,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2019,2,S08000015,A111H,NA,Dental Grouping,2,2,0.02197802197802198,0.02197802197802198,100
2019,2,S08000015,S08000015,NA,Dental Grouping,2,2,0.02197802197802198,0.02197802197802198,100
2016,2,S08000015,A111H,A7,Dermatology,209,181,2.2967032967032965,1.989010989010989,86.60287081339713
2016,2,S08000015,S08000015,A7,Dermatology,209,181,2.2967032967032965,1.989010989010989,86.60287081339713
2016,3,S08000015,A111H,A7,Dermatology,208,183,2.260869565217391,1.9891304347826089,87.98076923076924
2016,3,S08000015,S08000015,A7,Dermatology,208,183,2.260869565217391,1.9891304347826089,87.98076923076924
2016,4,S08000015,A111H,A7,Dermatology,145,115,1.576086956521739,1.25,79.3103448275862
2016,4,S08000015,S08000015,A7,Dermatology,145,115,1.576086956521739,1.25,79.3103448275862
2017,1,S08000015,A111H,A7,Dermatology,101,85,1.1222222222222222,0.9444444444444444,84.15841584158416
2017,1,S08000015,S08000015,A7,Dermatology,101,85,1.1222222222222222,0.9444444444444444,84.15841584158416
2017,2,S08000015,A111H,A7,Dermatology,144,124,1.5824175824175823,1.362637362637363,86.11111111111111
2017,2,S08000015,S08000015,A7,Dermatology,144,124,1.5824175824175823,1.362637362637363,86.11111111111111
2017,3,S08000015,A111H,A7,Dermatology,133,100,1.4456521739130437,1.0869565217391304,75.18796992481202
2017,3,S08000015,S08000015,A7,Dermatology,133,100,1.4456521739130437,1.0869565217391304,75.18796992481202
2017,4,S08000015,A111H,A7,Dermatology,158,139,1.7173913043478262,1.5108695652173914,87.9746835443038
2017,4,S08000015,S08000015,A7,Dermatology,158,139,1.7173913043478262,1.5108695652173914,87.9746835443038
2018,1,S08000015,A111H,A7,Dermatology,87,51,0.9666666666666668,0.5666666666666667,58.620689655172406
2018,1,S08000015,S08000015,A7,Dermatology,87,51,0.9666666666666668,0.5666666666666667,58.620689655172406
2018,2,S08000015,A111H,A7,Dermatology,192,171,2.10989010989011,1.879120879120879,89.0625
2018,2,S08000015,S08000015,A7,Dermatology,192,171,2.10989010989011,1.879120879120879,89.0625
2018,3,S08000015,A111H,A7,Dermatology,180,164,1.9565217391304348,1.7826086956521738,91.11111111111111
2018,3,S08000015,S08000015,A7,Dermatology,180,164,1.9565217391304348,1.7826086956521738,91.11111111111111
2018,4,S08000015,A111H,A7,Dermatology,85,73,0.9239130434782608,0.7934782608695652,85.88235294117646
2018,4,S08000015,S08000015,A7,Dermatology,85,73,0.9239130434782608,0.7934782608695652,85.88235294117646
2019,1,S08000015,A111H,A7,Dermatology,115,102,1.2777777777777777,1.1333333333333333,88.69565217391305
2019,1,S08000015,S08000015,A7,Dermatology,115,102,1.2777777777777777,1.1333333333333333,88.69565217391305
2019,2,S08000015,A111H,A7,Dermatology,197,158,2.1648351648351647,1.7362637362637363,80.20304568527919
2019,2,S08000015,S08000015,A7,Dermatology,197,158,2.1648351648351647,1.7362637362637363,80.20304568527919
2019,3,S08000015,A111H,A7,Dermatology,176,163,1.9130434782608696,1.7717391304347827,92.61363636363636
2019,3,S08000015,S08000015,A7,Dermatology,176,163,1.9130434782608696,1.7717391304347827,92.61363636363636
2019,4,S08000015,A111H,A7,Dermatology,107,83,1.1630434782608696,0.9021739130434784,77.57009345794393
2019,4,S08000015,S08000015,A7,Dermatology,107,83,1.1630434782608696,0.9021739130434784,77.57009345794393
2020,1,S08000015,A111H,A7,Dermatology,155,30,1.7032967032967032,0.32967032967032966,19.35483870967742
2020,1,S08000015,S08000015,A7,Dermatology,155,30,1.7032967032967032,0.32967032967032966,19.35483870967742
2020,2,S08000015,A111H,A7,Dermatology,143,0,1.5714285714285714,0,0
2020,2,S08000015,S08000015,A7,Dermatology,143,0,1.5714285714285714,0,0
2020,3,S08000015,A111H,A7,Dermatology,89,89,0.967391304347826,0.967391304347826,100
2020,3,S08000015,S08000015,A7,Dermatology,89,89,0.967391304347826,0.967391304347826,100
2021,1,S08000015,A111H,A7,Dermatology,7,7,0.07777777777777778,0.07777777777777778,100
2021,1,S08000015,S08000015,A7,Dermatology,7,7,0.07777777777777778,0.07777777777777778,100
2021,2,S08000015,A111H,A7,Dermatology,53,53,0.5824175824175825,0.5824175824175825,100
2021,2,S08000015,S08000015,A7,Dermatology,53,53,0.5824175824175825,0.5824175824175825,100
2016,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",793,759,8.714285714285714,8.340659340659341,95.71248423707442
2016,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",793,759,8.714285714285714,8.340659340659341,95.71248423707442
2016,3,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",757,675,8.228260869565217,7.336956521739131,89.16776750330251
2016,3,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",757,675,8.228260869565217,7.336956521739131,89.16776750330251
2016,4,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",744,694,8.08695652173913,7.543478260869565,93.27956989247312
2016,4,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",744,694,8.08695652173913,7.543478260869565,93.27956989247312
2017,1,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",761,710,8.455555555555556,7.888888888888889,93.2982917214192
2017,1,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",761,710,8.455555555555556,7.888888888888889,93.2982917214192
2017,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",923,901,10.142857142857142,9.9010989010989,97.61646803900324
2017,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",923,901,10.142857142857142,9.9010989010989,97.61646803900324
2017,3,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",959,920,10.423913043478262,10,95.93326381647547
2017,3,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",959,920,10.423913043478262,10,95.93326381647547
2017,4,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",794,688,8.630434782608695,7.478260869565218,86.64987405541562
2017,4,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",794,688,8.630434782608695,7.478260869565218,86.64987405541562
2018,1,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",789,764,8.766666666666667,8.488888888888889,96.83143219264892
2018,1,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",789,764,8.766666666666667,8.488888888888889,96.83143219264892
2018,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",839,744,9.21978021978022,8.175824175824175,88.67699642431465
2018,2,S08000015,A210H,C5,"Ear, Nose & Throat (ENT)",1,1,0.01098901098901099,0.01098901098901099,100
2018,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",840,745,9.23076923076923,8.186813186813186,88.69047619047619
2018,3,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",840,749,9.130434782608695,8.141304347826088,89.16666666666669
2018,3,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",840,749,9.130434782608695,8.141304347826088,89.16666666666669
2018,4,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",857,811,9.315217391304348,8.815217391304348,94.63243873978998
2018,4,S08000015,A210H,C5,"Ear, Nose & Throat (ENT)",1,1,0.0108695652173913,0.0108695652173913,100
2018,4,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",858,812,9.326086956521738,8.826086956521738,94.63869463869464
2019,1,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",598,585,6.644444444444445,6.5,97.82608695652172
2019,1,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",598,585,6.644444444444445,6.5,97.82608695652172
2019,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",790,782,8.68131868131868,8.593406593406593,98.98734177215192
2019,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",790,782,8.68131868131868,8.593406593406593,98.98734177215192
2019,3,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",831,794,9.032608695652174,8.630434782608695,95.54753309265944
2019,3,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",831,794,9.032608695652174,8.630434782608695,95.54753309265944
2019,4,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",771,751,8.380434782608695,8.16304347826087,97.4059662775616
2019,4,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",771,751,8.380434782608695,8.16304347826087,97.4059662775616
2020,1,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",837,711,9.197802197802195,7.813186813186813,84.94623655913979
2020,1,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",837,711,9.197802197802195,7.813186813186813,84.94623655913979
2020,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",792,252,8.703296703296703,2.769230769230769,31.818181818181817
2020,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",792,252,8.703296703296703,2.769230769230769,31.818181818181817
2020,3,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",614,537,6.673913043478261,5.836956521739131,87.45928338762215
2020,3,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",614,537,6.673913043478261,5.836956521739131,87.45928338762215
2020,4,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",469,436,5.0978260869565215,4.739130434782608,92.9637526652452
2018,1,S08000015,A111H,NA,Emergency Grouping,77,77,0.8555555555555555,0.8555555555555555,100
2020,4,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",469,436,5.0978260869565215,4.739130434782608,92.9637526652452
2021,1,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",237,237,2.6333333333333333,2.6333333333333333,100
2021,1,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",240,240,2.6666666666666665,2.6666666666666665,100
2021,2,S08000015,A111H,C5,"Ear, Nose & Throat (ENT)",406,406,4.461538461538462,4.461538461538462,100
2021,2,S08000015,S08000015,C5,"Ear, Nose & Throat (ENT)",406,406,4.461538461538462,4.461538461538462,100
2016,2,S08000015,A111H,NA,Emergency Grouping,46,34,0.5054945054945055,0.3736263736263736,73.91304347826087
2016,2,S08000015,A210H,NA,Emergency Grouping,350,218,3.8461538461538463,2.3956043956043955,62.28571428571428
