council_area,drug_name,num_deaths,year
Argyll and Bute,Alcohol,9,2011
Clackmannanshire,All drug-related deaths,6,2011
Clackmannanshire,Heroin/Morphine,0,2011
Clackmannanshire,Methadone,5,2011
Clackmannanshire,Any Benzodiazepine,4,2011
Clackmannanshire,Diazepam,4,2011
Clackmannanshire,Temazepam,0,2011
Clackmannanshire,Cocaine,0,2011
Clackmannanshire,Ecstasy,0,2011
Clackmannanshire,Amphetamines,2,2011
Clackmannanshire,Alcohol,1,2011
Dumfries and Galloway,All drug-related deaths,12,2011
Dumfries and Galloway,Heroin/Morphine,5,2011
Dumfries and Galloway,Methadone,7,2011
Dumfries and Galloway,Any Benzodiazepine,10,2011
Dumfries and Galloway,Diazepam,8,2011
Dumfries and Galloway,Temazepam,1,2011
Dumfries and Galloway,Cocaine,0,2011
Dumfries and Galloway,Ecstasy,0,2011
Dumfries and Galloway,Amphetamines,0,2011
Dumfries and Galloway,Alcohol,2,2011
Dundee City,All drug-related deaths,32,2011
Dundee City,Heroin/Morphine,18,2011
Dundee City,Methadone,19,2011
Dundee City,Any Benzodiazepine,22,2011
Dundee City,Diazepam,22,2011
Dundee City,Temazepam,4,2011
Dundee City,Cocaine,0,2011
Dundee City,Ecstasy,0,2011
Dundee City,Amphetamines,0,2011
Dundee City,Alcohol,7,2011
East Ayrshire,All drug-related deaths,17,2011
East Ayrshire,Heroin/Morphine,9,2011
East Ayrshire,Methadone,8,2011
East Ayrshire,Any Benzodiazepine,14,2011
East Ayrshire,Diazepam,13,2011
East Ayrshire,Temazepam,0,2011
East Ayrshire,Cocaine,0,2011
East Ayrshire,Ecstasy,1,2011
East Ayrshire,Amphetamines,1,2011
East Ayrshire,Alcohol,7,2011
East Dunbartonshire,All drug-related deaths,2,2011
East Dunbartonshire,Heroin/Morphine,0,2011
East Dunbartonshire,Methadone,0,2011
East Dunbartonshire,Any Benzodiazepine,1,2011
East Dunbartonshire,Diazepam,1,2011
East Dunbartonshire,Temazepam,0,2011
East Dunbartonshire,Cocaine,0,2011
East Dunbartonshire,Ecstasy,0,2011
East Dunbartonshire,Amphetamines,0,2011
East Dunbartonshire,Alcohol,1,2011
East Lothian,All drug-related deaths,8,2011
East Lothian,Heroin/Morphine,0,2011
East Lothian,Methadone,5,2011
East Lothian,Any Benzodiazepine,6,2011
East Lothian,Diazepam,5,2011
East Lothian,Temazepam,1,2011
East Lothian,Cocaine,0,2011
East Lothian,Ecstasy,0,2011
East Lothian,Amphetamines,0,2011
East Lothian,Alcohol,2,2011
East Renfrewshire,All drug-related deaths,3,2011
East Renfrewshire,Heroin/Morphine,2,2011
East Renfrewshire,Methadone,1,2011
East Renfrewshire,Any Benzodiazepine,2,2011
East Renfrewshire,Diazepam,2,2011
East Renfrewshire,Temazepam,0,2011
East Renfrewshire,Cocaine,0,2011
East Renfrewshire,Ecstasy,0,2011
East Renfrewshire,Amphetamines,0,2011
East Renfrewshire,Alcohol,1,2011
City of Edinburgh,All drug-related deaths,48,2011
City of Edinburgh,Heroin/Morphine,10,2011
City of Edinburgh,Methadone,29,2011
City of Edinburgh,Any Benzodiazepine,32,2011
City of Edinburgh,Diazepam,32,2011
City of Edinburgh,Temazepam,3,2011
City of Edinburgh,Cocaine,3,2011
City of Edinburgh,Ecstasy,2,2011
City of Edinburgh,Amphetamines,3,2011
City of Edinburgh,Alcohol,20,2011
Eilean Siar,All drug-related deaths,1,2011
Eilean Siar,Heroin/Morphine,0,2011
Eilean Siar,Methadone,0,2011
Eilean Siar,Any Benzodiazepine,0,2011
Eilean Siar,Diazepam,0,2011
Eilean Siar,Temazepam,0,2011
Eilean Siar,Cocaine,0,2011
Eilean Siar,Ecstasy,0,2011
Eilean Siar,Amphetamines,0,2011
Eilean Siar,Alcohol,0,2011
Falkirk,All drug-related deaths,11,2011
Falkirk,Heroin/Morphine,7,2011
Falkirk,Methadone,3,2011
Falkirk,Any Benzodiazepine,5,2011
Falkirk,Diazepam,5,2011
Falkirk,Temazepam,1,2011
Falkirk,Cocaine,1,2011
Falkirk,Ecstasy,0,2011
Falkirk,Amphetamines,0,2011
Falkirk,Alcohol,5,2011
Fife,All drug-related deaths,34,2011
Fife,Heroin/Morphine,16,2011
Fife,Methadone,16,2011
Fife,Any Benzodiazepine,21,2011
Fife,Diazepam,20,2011
Fife,Temazepam,7,2011
Fife,Cocaine,0,2011
Fife,Ecstasy,0,2011
Fife,Amphetamines,2,2011
Fife,Alcohol,11,2011
Glasgow City,All drug-related deaths,117,2011
Glasgow City,Heroin/Morphine,54,2011
Glasgow City,Methadone,61,2011
Glasgow City,Any Benzodiazepine,91,2011
Glasgow City,Diazepam,87,2011
Glasgow City,Temazepam,1,2011
Glasgow City,Cocaine,19,2011
Glasgow City,Ecstasy,0,2011
Glasgow City,Amphetamines,2,2011
Glasgow City,Alcohol,60,2011
Highland,All drug-related deaths,21,2011
Highland,Heroin/Morphine,7,2011
Highland,Methadone,8,2011
Highland,Any Benzodiazepine,16,2011
Highland,Diazepam,13,2011
Highland,Temazepam,5,2011
Highland,Cocaine,0,2011
Highland,Ecstasy,3,2011
Highland,Amphetamines,6,2011
Highland,Alcohol,9,2011
Inverclyde,All drug-related deaths,20,2011
Inverclyde,Heroin/Morphine,9,2011
Inverclyde,Methadone,12,2011
Inverclyde,Any Benzodiazepine,16,2011
Inverclyde,Diazepam,15,2011
Inverclyde,Temazepam,0,2011
Inverclyde,Cocaine,2,2011
Inverclyde,Ecstasy,0,2011
Inverclyde,Amphetamines,1,2011
Inverclyde,Alcohol,7,2011
Midlothian,All drug-related deaths,4,2011
Midlothian,Heroin/Morphine,1,2011
Midlothian,Methadone,2,2011
Midlothian,Any Benzodiazepine,3,2011
Midlothian,Diazepam,3,2011
Midlothian,Temazepam,1,2011
Midlothian,Cocaine,0,2011
Midlothian,Ecstasy,0,2011
Midlothian,Amphetamines,0,2011
Midlothian,Alcohol,1,2011
Moray,All drug-related deaths,10,2011
Moray,Heroin/Morphine,4,2011
Moray,Methadone,0,2011
Moray,Any Benzodiazepine,10,2011
Moray,Diazepam,5,2011
Moray,Temazepam,1,2011
Moray,Cocaine,2,2011
Moray,Ecstasy,0,2011
Moray,Amphetamines,0,2011
Moray,Alcohol,5,2011
North Ayrshire,All drug-related deaths,16,2011
North Ayrshire,Heroin/Morphine,6,2011
North Ayrshire,Methadone,13,2011
North Ayrshire,Any Benzodiazepine,12,2011
North Ayrshire,Diazepam,12,2011
North Ayrshire,Temazepam,0,2011
North Ayrshire,Cocaine,0,2011
North Ayrshire,Ecstasy,0,2011
North Ayrshire,Amphetamines,0,2011
North Ayrshire,Alcohol,5,2011
North Lanarkshire,All drug-related deaths,27,2011
North Lanarkshire,Heroin/Morphine,11,2011
North Lanarkshire,Methadone,9,2011
North Lanarkshire,Any Benzodiazepine,19,2011
North Lanarkshire,Diazepam,16,2011
North Lanarkshire,Temazepam,0,2011
North Lanarkshire,Cocaine,2,2011
North Lanarkshire,Ecstasy,0,2011
North Lanarkshire,Amphetamines,3,2011
North Lanarkshire,Alcohol,13,2011
Orkney Islands,All drug-related deaths,0,2011
Orkney Islands,Heroin/Morphine,0,2011
Orkney Islands,Methadone,0,2011
Orkney Islands,Any Benzodiazepine,0,2011
Orkney Islands,Diazepam,0,2011
Orkney Islands,Temazepam,0,2011
Orkney Islands,Cocaine,0,2011
Orkney Islands,Ecstasy,0,2011
Orkney Islands,Amphetamines,0,2011
Orkney Islands,Alcohol,0,2011
Perth and Kinross,All drug-related deaths,5,2011
Perth and Kinross,Heroin/Morphine,2,2011
Perth and Kinross,Methadone,1,2011
Perth and Kinross,Any Benzodiazepine,3,2011
Perth and Kinross,Diazepam,3,2011
Perth and Kinross,Temazepam,0,2011
Perth and Kinross,Cocaine,1,2011
Perth and Kinross,Ecstasy,0,2011
Perth and Kinross,Amphetamines,0,2011
Perth and Kinross,Alcohol,0,2011
Renfrewshire,All drug-related deaths,24,2011
Renfrewshire,Heroin/Morphine,13,2011
Renfrewshire,Methadone,12,2011
Renfrewshire,Any Benzodiazepine,21,2011
Renfrewshire,Diazepam,20,2011
Renfrewshire,Temazepam,0,2011
Renfrewshire,Cocaine,5,2011
Renfrewshire,Ecstasy,0,2011
Renfrewshire,Amphetamines,0,2011
Renfrewshire,Alcohol,10,2011
Scottish Borders,All drug-related deaths,8,2011
Scottish Borders,Heroin/Morphine,3,2011
Scottish Borders,Methadone,4,2011
Scottish Borders,Any Benzodiazepine,5,2011
Scottish Borders,Diazepam,4,2011
Scottish Borders,Temazepam,0,2011
Scottish Borders,Cocaine,2,2011
Scottish Borders,Ecstasy,0,2011
Scottish Borders,Amphetamines,1,2011
Scottish Borders,Alcohol,4,2011
Shetland Islands,All drug-related deaths,3,2011
Shetland Islands,Heroin/Morphine,0,2011
Shetland Islands,Methadone,1,2011
Shetland Islands,Any Benzodiazepine,2,2011
Shetland Islands,Diazepam,0,2011
Shetland Islands,Temazepam,0,2011
Shetland Islands,Cocaine,1,2011
Shetland Islands,Ecstasy,0,2011
Shetland Islands,Amphetamines,0,2011
Shetland Islands,Alcohol,0,2011
South Ayrshire,All drug-related deaths,14,2011
South Ayrshire,Heroin/Morphine,4,2011
South Ayrshire,Methadone,8,2011
South Ayrshire,Any Benzodiazepine,12,2011
South Ayrshire,Diazepam,9,2011
South Ayrshire,Temazepam,0,2011
South Ayrshire,Cocaine,2,2011
South Ayrshire,Ecstasy,1,2011
South Ayrshire,Amphetamines,4,2011
South Ayrshire,Alcohol,3,2011
South Lanarkshire,All drug-related deaths,34,2011
South Lanarkshire,Heroin/Morphine,11,2011
South Lanarkshire,Methadone,16,2011
South Lanarkshire,Any Benzodiazepine,23,2011
South Lanarkshire,Diazepam,20,2011
South Lanarkshire,Temazepam,3,2011
South Lanarkshire,Cocaine,4,2011
South Lanarkshire,Ecstasy,1,2011
South Lanarkshire,Amphetamines,2,2011
South Lanarkshire,Alcohol,14,2011
Stirling,All drug-related deaths,9,2011
Stirling,Heroin/Morphine,3,2011
Stirling,Methadone,2,2011
Stirling,Any Benzodiazepine,3,2011
Stirling,Diazepam,3,2011
Stirling,Temazepam,0,2011
Stirling,Cocaine,0,2011
Stirling,Ecstasy,0,2011
Stirling,Amphetamines,2,2011
Stirling,Alcohol,1,2011
West Dunbartonshire,All drug-related deaths,17,2011
West Dunbartonshire,Heroin/Morphine,8,2011
West Dunbartonshire,Methadone,6,2011
West Dunbartonshire,Any Benzodiazepine,13,2011
West Dunbartonshire,Diazepam,13,2011
West Dunbartonshire,Temazepam,1,2011
West Dunbartonshire,Cocaine,1,2011
West Dunbartonshire,Ecstasy,0,2011
West Dunbartonshire,Amphetamines,1,2011
West Dunbartonshire,Alcohol,9,2011
West Lothian,All drug-related deaths,13,2011
West Lothian,Heroin/Morphine,3,2011
West Lothian,Methadone,6,2011
West Lothian,Any Benzodiazepine,7,2011
West Lothian,Diazepam,7,2011
West Lothian,Temazepam,1,2011
West Lothian,Cocaine,0,2011
West Lothian,Ecstasy,0,2011
West Lothian,Amphetamines,1,2011
West Lothian,Alcohol,7,2011
Scotland,All drug-related deaths,581,2012
Scotland,Heroin/Morphine,243,2012
Scotland,Methadone,253,2012
Scotland,Any Benzodiazepine,419,2012
Scotland,Diazepam,386,2012
Scotland,Temazepam,15,2012
Scotland,Cocaine,48,2012
Scotland,Ecstasy,9,2012
Scotland,Amphetamines,25,2012
Scotland,Alcohol,241,2012
Aberdeen City,All drug-related deaths,16,2012
Aberdeen City,Heroin/Morphine,4,2012
Aberdeen City,Methadone,8,2012
Aberdeen City,Any Benzodiazepine,13,2012
Aberdeen City,Diazepam,11,2012
Aberdeen City,Temazepam,0,2012
Aberdeen City,Cocaine,4,2012
Aberdeen City,Ecstasy,1,2012
Aberdeen City,Amphetamines,0,2012
Aberdeen City,Alcohol,11,2012
Aberdeenshire,All drug-related deaths,9,2012
Aberdeenshire,Heroin/Morphine,4,2012
Aberdeenshire,Methadone,4,2012
Aberdeenshire,Any Benzodiazepine,7,2012
Aberdeenshire,Diazepam,6,2012
Aberdeenshire,Temazepam,0,2012
Aberdeenshire,Cocaine,2,2012
Aberdeenshire,Ecstasy,1,2012
Aberdeenshire,Amphetamines,0,2012
Aberdeenshire,Alcohol,2,2012
Angus,All drug-related deaths,8,2012
Angus,Heroin/Morphine,5,2012
Angus,Methadone,2,2012
Angus,Any Benzodiazepine,6,2012
Angus,Diazepam,6,2012
Angus,Temazepam,0,2012
Angus,Cocaine,0,2012
Angus,Ecstasy,0,2012
Angus,Amphetamines,1,2012
Angus,Alcohol,4,2012
Argyll and Bute,All drug-related deaths,7,2012
Argyll and Bute,Heroin/Morphine,4,2012
Argyll and Bute,Methadone,1,2012
Argyll and Bute,Any Benzodiazepine,6,2012
Argyll and Bute,Diazepam,6,2012
Argyll and Bute,Temazepam,0,2012
Argyll and Bute,Cocaine,0,2012
Argyll and Bute,Ecstasy,0,2012
Argyll and Bute,Amphetamines,0,2012
Argyll and Bute,Alcohol,2,2012
Clackmannanshire,All drug-related deaths,11,2012
Clackmannanshire,Heroin/Morphine,5,2012
Clackmannanshire,Methadone,4,2012
Clackmannanshire,Any Benzodiazepine,7,2012
Clackmannanshire,Diazepam,7,2012
Clackmannanshire,Temazepam,0,2012
Clackmannanshire,Cocaine,0,2012
Clackmannanshire,Ecstasy,0,2012
Clackmannanshire,Amphetamines,1,2012
Clackmannanshire,Alcohol,4,2012
Dumfries and Galloway,All drug-related deaths,6,2012
Dumfries and Galloway,Heroin/Morphine,4,2012
Dumfries and Galloway,Methadone,4,2012
Dumfries and Galloway,Any Benzodiazepine,5,2012
Dumfries and Galloway,Diazepam,5,2012
Dumfries and Galloway,Temazepam,0,2012
Dumfries and Galloway,Cocaine,0,2012
Dumfries and Galloway,Ecstasy,1,2012
Dumfries and Galloway,Amphetamines,0,2012
Dumfries and Galloway,Alcohol,2,2012
Dundee City,All drug-related deaths,39,2012
Dundee City,Heroin/Morphine,20,2012
Dundee City,Methadone,20,2012
Dundee City,Any Benzodiazepine,31,2012
Dundee City,Diazepam,30,2012
Dundee City,Temazepam,0,2012
Dundee City,Cocaine,1,2012
Dundee City,Ecstasy,1,2012
Dundee City,Amphetamines,1,2012
Dundee City,Alcohol,6,2012
East Ayrshire,All drug-related deaths,15,2012
East Ayrshire,Heroin/Morphine,6,2012
East Ayrshire,Methadone,9,2012
East Ayrshire,Any Benzodiazepine,13,2012
East Ayrshire,Diazepam,11,2012
East Ayrshire,Temazepam,0,2012
East Ayrshire,Cocaine,2,2012
East Ayrshire,Ecstasy,0,2012
East Ayrshire,Amphetamines,1,2012
East Ayrshire,Alcohol,6,2012
East Dunbartonshire,All drug-related deaths,4,2012
East Dunbartonshire,Heroin/Morphine,1,2012
East Dunbartonshire,Methadone,1,2012
East Dunbartonshire,Any Benzodiazepine,3,2012
East Dunbartonshire,Diazepam,2,2012
East Dunbartonshire,Temazepam,1,2012
East Dunbartonshire,Cocaine,1,2012
East Dunbartonshire,Ecstasy,0,2012
East Dunbartonshire,Amphetamines,0,2012
East Dunbartonshire,Alcohol,1,2012
East Lothian,All drug-related deaths,6,2012
East Lothian,Heroin/Morphine,2,2012
East Lothian,Methadone,3,2012
East Lothian,Any Benzodiazepine,4,2012
East Lothian,Diazepam,4,2012
East Lothian,Temazepam,1,2012
East Lothian,Cocaine,0,2012
East Lothian,Ecstasy,0,2012
East Lothian,Amphetamines,1,2012
East Lothian,Alcohol,4,2012
East Renfrewshire,All drug-related deaths,4,2012
East Renfrewshire,Heroin/Morphine,2,2012
East Renfrewshire,Methadone,1,2012
East Renfrewshire,Any Benzodiazepine,3,2012
East Renfrewshire,Diazepam,3,2012
East Renfrewshire,Temazepam,0,2012
East Renfrewshire,Cocaine,0,2012
East Renfrewshire,Ecstasy,0,2012
East Renfrewshire,Amphetamines,1,2012
East Renfrewshire,Alcohol,3,2012
City of Edinburgh,All drug-related deaths,57,2012
City of Edinburgh,Heroin/Morphine,12,2012
City of Edinburgh,Methadone,27,2012
City of Edinburgh,Any Benzodiazepine,37,2012
City of Edinburgh,Diazepam,34,2012
City of Edinburgh,Temazepam,4,2012
City of Edinburgh,Cocaine,1,2012
City of Edinburgh,Ecstasy,1,2012
City of Edinburgh,Amphetamines,1,2012
City of Edinburgh,Alcohol,27,2012
Eilean Siar,All drug-related deaths,1,2012
Eilean Siar,Heroin/Morphine,0,2012
Eilean Siar,Methadone,0,2012
Eilean Siar,Any Benzodiazepine,0,2012
Eilean Siar,Diazepam,0,2012
Eilean Siar,Temazepam,0,2012
Eilean Siar,Cocaine,0,2012
Eilean Siar,Ecstasy,0,2012
Eilean Siar,Amphetamines,0,2012
Eilean Siar,Alcohol,0,2012
Falkirk,All drug-related deaths,14,2012
Falkirk,Heroin/Morphine,8,2012
Falkirk,Methadone,4,2012
Falkirk,Any Benzodiazepine,9,2012
Falkirk,Diazepam,8,2012
Falkirk,Temazepam,1,2012
Falkirk,Cocaine,2,2012
Falkirk,Ecstasy,1,2012
Falkirk,Amphetamines,0,2012
Falkirk,Alcohol,6,2012
Fife,All drug-related deaths,38,2012
Fife,Heroin/Morphine,14,2012
Fife,Methadone,16,2012
Fife,Any Benzodiazepine,28,2012
Fife,Diazepam,27,2012
Fife,Temazepam,1,2012
Fife,Cocaine,3,2012
Fife,Ecstasy,1,2012
Fife,Amphetamines,2,2012
Fife,Alcohol,6,2012
Glasgow City,All drug-related deaths,121,2012
Glasgow City,Heroin/Morphine,57,2012
Glasgow City,Methadone,52,2012
Glasgow City,Any Benzodiazepine,83,2012
Glasgow City,Diazepam,74,2012
Glasgow City,Temazepam,1,2012
Glasgow City,Cocaine,14,2012
Glasgow City,Ecstasy,1,2012
Glasgow City,Amphetamines,6,2012
Glasgow City,Alcohol,55,2012
Highland,All drug-related deaths,15,2012
Highland,Heroin/Morphine,6,2012
Highland,Methadone,3,2012
Highland,Any Benzodiazepine,10,2012
Highland,Diazepam,4,2012
Highland,Temazepam,1,2012
Highland,Cocaine,0,2012
Highland,Ecstasy,0,2012
Highland,Amphetamines,0,2012
Highland,Alcohol,6,2012
Inverclyde,All drug-related deaths,13,2012
Inverclyde,Heroin/Morphine,8,2012
Inverclyde,Methadone,6,2012
Inverclyde,Any Benzodiazepine,11,2012
Inverclyde,Diazepam,11,2012
Inverclyde,Temazepam,0,2012
Inverclyde,Cocaine,1,2012
Inverclyde,Ecstasy,0,2012
Inverclyde,Amphetamines,0,2012
Inverclyde,Alcohol,5,2012
Midlothian,All drug-related deaths,8,2012
Midlothian,Heroin/Morphine,0,2012
Midlothian,Methadone,7,2012
Midlothian,Any Benzodiazepine,8,2012
Midlothian,Diazepam,8,2012
Midlothian,Temazepam,1,2012
Midlothian,Cocaine,0,2012
Midlothian,Ecstasy,0,2012
Midlothian,Amphetamines,3,2012
Midlothian,Alcohol,5,2012
Moray,All drug-related deaths,6,2012
Moray,Heroin/Morphine,4,2012
Moray,Methadone,3,2012
Moray,Any Benzodiazepine,5,2012
Moray,Diazepam,5,2012
Moray,Temazepam,0,2012
Moray,Cocaine,0,2012
Moray,Ecstasy,0,2012
Moray,Amphetamines,0,2012
Moray,Alcohol,2,2012
North Ayrshire,All drug-related deaths,19,2012
North Ayrshire,Heroin/Morphine,10,2012
North Ayrshire,Methadone,11,2012
North Ayrshire,Any Benzodiazepine,13,2012
North Ayrshire,Diazepam,12,2012
North Ayrshire,Temazepam,0,2012
North Ayrshire,Cocaine,2,2012
North Ayrshire,Ecstasy,0,2012
North Ayrshire,Amphetamines,1,2012
North Ayrshire,Alcohol,10,2012
North Lanarkshire,All drug-related deaths,38,2012
North Lanarkshire,Heroin/Morphine,13,2012
North Lanarkshire,Methadone,9,2012
North Lanarkshire,Any Benzodiazepine,29,2012
North Lanarkshire,Diazepam,26,2012
North Lanarkshire,Temazepam,1,2012
North Lanarkshire,Cocaine,7,2012
North Lanarkshire,Ecstasy,0,2012
North Lanarkshire,Amphetamines,0,2012
North Lanarkshire,Alcohol,19,2012
Orkney Islands,All drug-related deaths,1,2012
Orkney Islands,Heroin/Morphine,0,2012
Orkney Islands,Methadone,0,2012
Orkney Islands,Any Benzodiazepine,0,2012
Orkney Islands,Diazepam,0,2012
Orkney Islands,Temazepam,0,2012
Orkney Islands,Cocaine,0,2012
Orkney Islands,Ecstasy,0,2012
Orkney Islands,Amphetamines,0,2012
Orkney Islands,Alcohol,0,2012
Perth and Kinross,All drug-related deaths,8,2012
Perth and Kinross,Heroin/Morphine,4,2012
Perth and Kinross,Methadone,2,2012
Perth and Kinross,Any Benzodiazepine,7,2012
Perth and Kinross,Diazepam,7,2012
Perth and Kinross,Temazepam,0,2012
Perth and Kinross,Cocaine,0,2012
Perth and Kinross,Ecstasy,0,2012
Perth and Kinross,Amphetamines,0,2012
Perth and Kinross,Alcohol,3,2012
Renfrewshire,All drug-related deaths,26,2012
Renfrewshire,Heroin/Morphine,14,2012
Renfrewshire,Methadone,14,2012
Renfrewshire,Any Benzodiazepine,18,2012
Renfrewshire,Diazepam,18,2012
Renfrewshire,Temazepam,0,2012
Renfrewshire,Cocaine,1,2012
Renfrewshire,Ecstasy,0,2012
Renfrewshire,Amphetamines,0,2012
Renfrewshire,Alcohol,12,2012
Scottish Borders,All drug-related deaths,7,2012
Scottish Borders,Heroin/Morphine,2,2012
Scottish Borders,Methadone,0,2012
Scottish Borders,Any Benzodiazepine,3,2012
Scottish Borders,Diazepam,3,2012
Scottish Borders,Temazepam,1,2012
Scottish Borders,Cocaine,1,2012
Scottish Borders,Ecstasy,0,2012
Scottish Borders,Amphetamines,2,2012
Scottish Borders,Alcohol,3,2012
Shetland Islands,All drug-related deaths,2,2012
Shetland Islands,Heroin/Morphine,0,2012
Shetland Islands,Methadone,1,2012
Shetland Islands,Any Benzodiazepine,1,2012
Shetland Islands,Diazepam,1,2012
Shetland Islands,Temazepam,0,2012
Shetland Islands,Cocaine,0,2012
Shetland Islands,Ecstasy,0,2012
Shetland Islands,Amphetamines,0,2012
Shetland Islands,Alcohol,1,2012
South Ayrshire,All drug-related deaths,9,2012
South Ayrshire,Heroin/Morphine,4,2012
South Ayrshire,Methadone,6,2012
South Ayrshire,Any Benzodiazepine,7,2012
South Ayrshire,Diazepam,7,2012
South Ayrshire,Temazepam,0,2012
South Ayrshire,Cocaine,1,2012
South Ayrshire,Ecstasy,0,2012
South Ayrshire,Amphetamines,1,2012
South Ayrshire,Alcohol,3,2012
South Lanarkshire,All drug-related deaths,29,2012
South Lanarkshire,Heroin/Morphine,12,2012
South Lanarkshire,Methadone,11,2012
South Lanarkshire,Any Benzodiazepine,18,2012
South Lanarkshire,Diazepam,17,2012
South Lanarkshire,Temazepam,0,2012
South Lanarkshire,Cocaine,4,2012
South Lanarkshire,Ecstasy,1,2012
South Lanarkshire,Amphetamines,0,2012
South Lanarkshire,Alcohol,16,2012
Stirling,All drug-related deaths,6,2012
Stirling,Heroin/Morphine,5,2012
Stirling,Methadone,2,2012
Stirling,Any Benzodiazepine,5,2012
Stirling,Diazepam,5,2012
Stirling,Temazepam,0,2012
Stirling,Cocaine,0,2012
Stirling,Ecstasy,0,2012
Stirling,Amphetamines,0,2012
Stirling,Alcohol,2,2012
West Dunbartonshire,All drug-related deaths,19,2012
West Dunbartonshire,Heroin/Morphine,8,2012
West Dunbartonshire,Methadone,11,2012
West Dunbartonshire,Any Benzodiazepine,16,2012
West Dunbartonshire,Diazepam,16,2012
West Dunbartonshire,Temazepam,0,2012
West Dunbartonshire,Cocaine,0,2012
West Dunbartonshire,Ecstasy,0,2012
West Dunbartonshire,Amphetamines,0,2012
West Dunbartonshire,Alcohol,8,2012
West Lothian,All drug-related deaths,19,2012
West Lothian,Heroin/Morphine,5,2012
West Lothian,Methadone,11,2012
West Lothian,Any Benzodiazepine,13,2012
West Lothian,Diazepam,12,2012
West Lothian,Temazepam,2,2012
West Lothian,Cocaine,1,2012
West Lothian,Ecstasy,0,2012
West Lothian,Amphetamines,3,2012
West Lothian,Alcohol,7,2012
Scotland,All drug-related deaths,526,2013
Scotland,Heroin/Morphine,234,2013
Scotland,Methadone,236,2013
Scotland,Any Benzodiazepine,377,2013
Scotland,Diazepam,316,2013
Scotland,Temazepam,8,2013
Scotland,Cocaine,65,2013
Scotland,Ecstasy,19,2013
Scotland,Amphetamines,37,2013
Scotland,Alcohol,220,2013
Aberdeen City,All drug-related deaths,24,2013
Aberdeen City,Heroin/Morphine,6,2013
Aberdeen City,Methadone,15,2013
Aberdeen City,Any Benzodiazepine,20,2013
Aberdeen City,Diazepam,11,2013
Aberdeen City,Temazepam,1,2013
Aberdeen City,Cocaine,7,2013
Aberdeen City,Ecstasy,0,2013
Aberdeen City,Amphetamines,0,2013
Aberdeen City,Alcohol,9,2013
Aberdeenshire,All drug-related deaths,21,2013
Aberdeenshire,Heroin/Morphine,10,2013
Aberdeenshire,Methadone,10,2013
Aberdeenshire,Any Benzodiazepine,15,2013
Aberdeenshire,Diazepam,9,2013
Aberdeenshire,Temazepam,0,2013
Aberdeenshire,Cocaine,4,2013
Aberdeenshire,Ecstasy,0,2013
Aberdeenshire,Amphetamines,2,2013
Aberdeenshire,Alcohol,5,2013
Angus,All drug-related deaths,10,2013
Angus,Heroin/Morphine,9,2013
Angus,Methadone,4,2013
Angus,Any Benzodiazepine,8,2013
Angus,Diazepam,4,2013
Angus,Temazepam,0,2013
Angus,Cocaine,0,2013
Angus,Ecstasy,0,2013
Angus,Amphetamines,0,2013
Angus,Alcohol,3,2013
Argyll and Bute,All drug-related deaths,5,2013
Argyll and Bute,Heroin/Morphine,2,2013
Argyll and Bute,Methadone,1,2013
Argyll and Bute,Any Benzodiazepine,2,2013
Argyll and Bute,Diazepam,2,2013
Argyll and Bute,Temazepam,0,2013
Argyll and Bute,Cocaine,0,2013
Argyll and Bute,Ecstasy,1,2013
Argyll and Bute,Amphetamines,1,2013
Argyll and Bute,Alcohol,1,2013
Clackmannanshire,All drug-related deaths,7,2013
Clackmannanshire,Heroin/Morphine,4,2013
Clackmannanshire,Methadone,3,2013
Clackmannanshire,Any Benzodiazepine,5,2013
Clackmannanshire,Diazepam,5,2013
Clackmannanshire,Temazepam,0,2013
Clackmannanshire,Cocaine,0,2013
Clackmannanshire,Ecstasy,0,2013
Clackmannanshire,Amphetamines,0,2013
Clackmannanshire,Alcohol,3,2013
Dumfries and Galloway,All drug-related deaths,9,2013
Dumfries and Galloway,Heroin/Morphine,6,2013
Dumfries and Galloway,Methadone,4,2013
Dumfries and Galloway,Any Benzodiazepine,7,2013
Dumfries and Galloway,Diazepam,6,2013
Dumfries and Galloway,Temazepam,0,2013
Dumfries and Galloway,Cocaine,2,2013
Dumfries and Galloway,Ecstasy,0,2013
Dumfries and Galloway,Amphetamines,1,2013
Dumfries and Galloway,Alcohol,5,2013
Dundee City,All drug-related deaths,23,2013
Dundee City,Heroin/Morphine,9,2013
Dundee City,Methadone,15,2013
Dundee City,Any Benzodiazepine,19,2013
Dundee City,Diazepam,15,2013
Dundee City,Temazepam,0,2013
Dundee City,Cocaine,2,2013
Dundee City,Ecstasy,0,2013
Dundee City,Amphetamines,1,2013
Dundee City,Alcohol,5,2013
East Ayrshire,All drug-related deaths,12,2013
East Ayrshire,Heroin/Morphine,4,2013
East Ayrshire,Methadone,9,2013
East Ayrshire,Any Benzodiazepine,7,2013
East Ayrshire,Diazepam,5,2013
East Ayrshire,Temazepam,1,2013
East Ayrshire,Cocaine,3,2013
East Ayrshire,Ecstasy,1,2013
East Ayrshire,Amphetamines,2,2013
East Ayrshire,Alcohol,2,2013
East Dunbartonshire,All drug-related deaths,1,2013
East Dunbartonshire,Heroin/Morphine,0,2013
East Dunbartonshire,Methadone,0,2013
East Dunbartonshire,Any Benzodiazepine,0,2013
